nome,disciplina,nome_docente,ano,nota,situacao,semestre
Alice Cecilia,Design Editorial,Gustavo Martins,2023,3.25,REPROVADO,1
Alice Cecilia,Design Estrategico,,2023,,CURSANDO,2
Alice Cecilia,Design Sustentavel,,2023,,CURSANDO,2
Alice Cecilia,Design de Embalagens,Carla Souza,2023,5.2,APROVADO,1
Alice Cecilia,Design de Instrumentos Musicais,,2023,,CURSANDO,2
Alice Cecilia,Design de Interacao Emocional,,2023,,CURSANDO,2
Alice Cecilia,Design de Intervencao,Joao Silva,2023,8.75,APROVADO POR MÉDIA,1
Alice Cecilia,Design de Mobiliario Urbano,Marcos Ferreira,2023,9.2,APROVADO POR MÉDIA,1
Alice Cecilia,Fabricacao Digital,Pedro Oliveira,2023,9.4,APROVADO POR MÉDIA,1
Alice Cecilia,Principios de Design,Patricia Nunes,2023,2.75,REPROVADO,1
Alice Cecilia,Visualizacao de Dados,,2023,,CURSANDO,2
Alice Valeria,Branding,,2008,10.0,APROVADO POR MÉDIA,1
Alice Valeria,Computacao Grafica,,2007,8.5,APROVADO POR MÉDIA,1
Alice Valeria,Comunicacao Visual,,2010,9.0,APROVADO POR MÉDIA,1
Alice Valeria,Cultura Visual,,2008,9.5,APROVADO POR MÉDIA,2
Alice Valeria,DISCIPLINA,,ANO,NOTA FINAL,SITUAÇÃO CONCEITO,"SE
MES
TRE"
Alice Valeria,Design Biomimetico,,2010,7.9,APROVADO POR MÉDIA,1
Alice Valeria,Design Cenico,,2009,8.25,APROVADO POR MÉDIA,2
Alice Valeria,Design Cibernetico,,2008,8.1,APROVADO POR MÉDIA,2
Alice Valeria,Design Colaborativo,,2007,7.25,APROVADO POR MÉDIA,1
Alice Valeria,Design Computacional,,2009,9.18,APROVADO POR MÉDIA,1
Alice Valeria,Design Digital,,2009,7.5,APROVADO POR MÉDIA,2
Alice Valeria,Design Experimental,,2009,9.5,APROVADO POR MÉDIA,1
Alice Valeria,Design Parametrico,,2009,7.65,APROVADO POR MÉDIA,1
Alice Valeria,Design Sonoro,,2010,7.5,APROVADO POR MÉDIA,2
Alice Valeria,Design Thinking,,2009,7.0,APROVADO POR MÉDIA,1
Alice Valeria,Design de Aprendizado,,2007,9.25,APROVADO POR MÉDIA,2
Alice Valeria,Design de Apresentacoes,,2010,9.25,APROVADO POR MÉDIA,1
Alice Valeria,Design de Espacos Virtuais,,2009,8.35,APROVADO POR MÉDIA,1
Alice Valeria,Design de Experiencia em Museus,,2007,9.25,APROVADO POR MÉDIA,2
Alice Valeria,Design de Impacto Social,,2010,7.5,APROVADO POR MÉDIA,2
Alice Valeria,Design de Interacao Corporal,,2009,9.5,APROVADO POR MÉDIA,1
Alice Valeria,Design de Interacao Cultural,,2008,7.5,APROVADO POR MÉDIA,2
Alice Valeria,Design de Interacao Tangivel,,2010,9.0,APROVADO POR MÉDIA,2
Alice Valeria,Design de Interacao em Tempo Real,,2008,8.13,APROVADO POR MÉDIA,2
Alice Valeria,Design de Interfaces Neuromorficas,,2007,8.4,APROVADO POR MÉDIA,2
Alice Valeria,Design de Joias,,2008,9.4,APROVADO POR MÉDIA,1
Alice Valeria,Design de Mobiliario,,2007,9.5,APROVADO POR MÉDIA,1
Alice Valeria,Design de Moda,,2009,7.1,APROVADO POR MÉDIA,2
Alice Valeria,Design de Narrativa Espacial,,2009,9.7,APROVADO POR MÉDIA,1
Alice Valeria,Design de Produto,,2008,9.0,APROVADO POR MÉDIA,2
Alice Valeria,Design de Realidade Aumentada (AR) e Virtual (VR),,2009,7.5,APROVADO POR MÉDIA,1
Alice Valeria,Design de Redes Sociais,,2010,7.05,APROVADO POR MÉDIA,1
Alice Valeria,Design de Tecnologia Vestivel (Wearable),,2007,9.0,APROVADO POR MÉDIA,2
Alice Valeria,Design de Visualizacao de Informacoes,,2007,9.55,APROVADO POR MÉDIA,1
Alice Valeria,Design para Longevidade,,2007,8.5,APROVADO POR MÉDIA,1
Alice Valeria,Ecodesign,,2008,9.0,APROVADO POR MÉDIA,2
Alice Valeria,Ergonomia,,2007,8.55,APROVADO POR MÉDIA,2
Alice Valeria,Etica em Design,,2009,9.0,APROVADO POR MÉDIA,2
Alice Valeria,FORMADO,,2010,,,2
Alice Valeria,Fotografia,,2010,7.9,APROVADO POR MÉDIA,2
Alice Valeria,Gamificacao,,2008,9.0,APROVADO POR MÉDIA,1
Alice Valeria,Gestao de Marcas,,2009,10.0,APROVADO POR MÉDIA,2
Alice Valeria,INTEGRALIZADO,,2010,,,2
Alice Valeria,Identidade Visual,,2007,7.75,APROVADO POR MÉDIA,1
Alice Valeria,Impressao 3D,,2008,8.7,APROVADO POR MÉDIA,1
Alice Valeria,Interacao Tangivel,,2009,,APROVADO POR FREQÜÊNCIA,2
Alice Valeria,Manipulacao de Imagem,,2008,9.5,APROVADO POR MÉDIA,1
Alice Valeria,Marketing de Produto,,2008,8.15,APROVADO POR MÉDIA,1
Alice Valeria,Materiais e Processos,,2010,9.5,APROVADO POR MÉDIA,1
Alice Valeria,Projeto Integrado,,2007,7.0,APROVADO POR MÉDIA,2
Alice Valeria,Prototipagem em Papel,,2008,8.75,APROVADO POR MÉDIA,2
Alice Valeria,SemiÃ³tica,,2010,9.0,APROVADO POR MÉDIA,2
Alice Valeria,Storytelling Visual,,2007,8.75,APROVADO POR MÉDIA,1
Alice Valeria,Tecnicas de Iluminacao,,2010,8.5,APROVADO POR MÉDIA,2
Alice Valeria,Teoria da Cor,,2010,7.0,APROVADO POR MÉDIA,1
Alice Valeria,Teoria do Design,,2010,8.5,APROVADO POR MÉDIA,1
Alice Valeria,Tipografia,,2008,8.25,APROVADO POR MÉDIA,1
Bruna Wagner,Branding,,2022,6.8,APROVADO,1
Bruna Wagner,Computacao Grafica,Marcos Ferreira,2021,9.5,APROVADO POR MÉDIA,1
Bruna Wagner,Cultura Visual,,2023,,CURSANDO,2
Bruna Wagner,DISCIPLINA,,ANO,NOTA FINAL,SITUAÇÃO CONCEITO,"SE
MES
TRE"
Bruna Wagner,Design Biomimetico,,2023,,CURSANDO,2
Bruna Wagner,"Design Biomimetico

(DOUTORADO).",Carla Souza,2023,,RENOVAÇÃO DE ESTÁGIO,1
Bruna Wagner,Design Cenico,,2023,,CURSANDO,2
Bruna Wagner,Design Cibernetico,Joao Silva,2022,8.1,APROVADO POR MÉDIA,2
Bruna Wagner,Design Colaborativo,Fernanda Lima,2021,7.14,APROVADO POR MÉDIA,1
Bruna Wagner,Design Computacional,Maria Santos,2023,8.6,APROVADO POR MÉDIA,1
Bruna Wagner,Design Digital,,2023,,CURSANDO,2
Bruna Wagner,Design Experimental,Rafaela Gomes,2023,8.25,APROVADO POR MÉDIA,1
Bruna Wagner,Design Parametrico,Juliana Rodrigues,2023,9.79,APROVADO POR MÉDIA,1
Bruna Wagner,Design Thinking,Joao Silva,2023,8.0,APROVADO POR MÉDIA,1
Bruna Wagner,Design de Aprendizado,Ana Costa,2021,7.0,APROVADO,2
Bruna Wagner,Design de Espacos Virtuais,Pedro Oliveira,2023,10.0,APROVADO POR MÉDIA,1
Bruna Wagner,Design de Experiencia em Museus,Pedro Oliveira,2021,8.05,APROVADO POR MÉDIA,2
Bruna Wagner,Design de Interacao Corporal,,2023,9.4,APROVADO POR MÉDIA,1
Bruna Wagner,Design de Interacao Cultural,Gustavo Martins,2022,8.5,APROVADO POR MÉDIA,2
Bruna Wagner,Design de Interacao em Tempo Real,,2022,9.0,APROVADO POR MÉDIA,2
Bruna Wagner,"Design de Interfaces Neuromorficas

DA SILVA (MESTRADO).",Marcos Ferreira,2021,9.75,APROVADO POR MÉDIA,2
Bruna Wagner,Design de Joias,Gustavo Martins,2022,7.5,APROVADO POR MÉDIA,1
Bruna Wagner,Design de Mobiliario,Fernanda Lima,2021,9.2,APROVADO POR MÉDIA,1
Bruna Wagner,Design de Narrativa Espacial,Ana Costa,2023,9.0,APROVADO POR MÉDIA,1
Bruna Wagner,Design de Produto,,2022,7.13,APROVADO,2
Bruna Wagner,Design de Realidade Aumentada (AR) e Virtual (VR),Juliana Rodrigues,2022,8.25,APROVADO POR MÉDIA,2
Bruna Wagner,Design de Tecnologia Vestivel (Wearable),Andre Almeida,2021,8.8,APROVADO POR MÉDIA,2
Bruna Wagner,Design de Visualizacao de Informacoes,Andre Almeida,2021,7.5,APROVADO POR MÉDIA,1
Bruna Wagner,Design para Longevidade,Marcos Ferreira,2021,5.75,APROVADO,1
Bruna Wagner,Ecodesign,Diego Cardoso,2022,7.75,APROVADO POR MÉDIA,2
Bruna Wagner,Ergonomia,Pedro Oliveira,2021,9.0,APROVADO POR MÉDIA,2
Bruna Wagner,Etica em Design,,2023,,CURSANDO,2
Bruna Wagner,Gamificacao,Luiz Pereira,2022,9.0,APROVADO POR MÉDIA,1
Bruna Wagner,Gestao de Marcas,,2023,,CURSANDO,2
Bruna Wagner,Identidade Visual,Joao Silva,2021,10.0,APROVADO POR MÉDIA,1
Bruna Wagner,Impressao 3D,Marcos Ferreira,2022,10.0,APROVADO POR MÉDIA,1
Bruna Wagner,Interacao Tangivel,,2023,,CURSANDO,2
Bruna Wagner,Manipulacao de Imagem,Diego Cardoso,2022,9.25,APROVADO POR MÉDIA,1
Bruna Wagner,Marketing de Produto,Carla Souza,2022,9.0,APROVADO POR MÉDIA,1
Bruna Wagner,Projeto Integrado,Fernanda Lima,2021,7.15,APROVADO POR MÉDIA,2
Bruna Wagner,Prototipagem em Papel,Juliana Rodrigues,2022,10.0,APROVADO POR MÉDIA,2
Bruna Wagner,Storytelling Visual,Maria Santos,2021,9.0,APROVADO POR MÉDIA,1
Bruna Wagner,Tipografia,Joao Silva,2022,7.0,APROVADO POR MÉDIA,1
Bruna Wagner,,RAPHAEL AUGUSTO DE SOUSA DOURADO (DOUTORADO).,,,,
Camila Alice,DESLIGAMENTO,,2008,,,1
Carolina Matheus,Computacao Grafica,,2013,,REPROVADO POR FALTA,2
Carolina Matheus,DESVINCULADO,,2014,,,1
Carolina Matheus,Design Colaborativo,,2013,,REPROVADO POR FALTA,2
Carolina Matheus,Design de Mobiliario,,2013,,REPROVADO POR FALTA,2
Carolina Matheus,Design de Visualizacao de Informacoes,,2013,,REPROVADO POR FALTA,2
Carolina Matheus,Design para Longevidade,,2013,,REPROVADO POR FALTA,2
Carolina Matheus,Identidade Visual,,2013,,REPROVADO POR FALTA,2
Carolina Matheus,Storytelling Visual,,2013,,REPROVADO POR FALTA,2
Eduardo Fernando,Branding,,2011,7.5,APROVADO POR MÉDIA,1
Eduardo Fernando,Computacao Grafica,,2010,8.25,APROVADO POR MÉDIA,1
Eduardo Fernando,Comunicacao Visual,,2013,7.85,APROVADO,1
Eduardo Fernando,Cultura Visual,,2012,8.4,APROVADO POR MÉDIA,2
Eduardo Fernando,DISCIPLINA,,ANO,NOTA FINAL,SITUAÇÃO CONCEITO,"SE
MES
TRE"
Eduardo Fernando,Design Biomimetico,,2012,9.0,APROVADO POR MÉDIA,2
Eduardo Fernando,Design Cenico,,2012,6.1,APROVADO,2
Eduardo Fernando,Design Cibernetico,,2011,8.6,APROVADO POR MÉDIA,2
Eduardo Fernando,Design Colaborativo,,2010,6.15,APROVADO,1
Eduardo Fernando,Design Computacional,,2012,7.25,APROVADO POR MÉDIA,1
