nome,disciplina,nome_Docente,ano,nota,situacao,semestre
Alana Maria,Branding,,2014,7.5,APROVADO POR MÉDIA,1
Alana Maria,Computacao Grafica,,2013,9.75,APROVADO POR MÉDIA,1
Alana Maria,Comunicacao Visual,,2015,8.0,APROVADO POR MÉDIA,2
Alana Maria,Cultura Visual,,2015,7.9,APROVADO POR MÉDIA,2
Alana Maria,DISCIPLINA,,ANO,NOTA FINAL,SITUAÇÃO CONCEITO,"SE
MES
TRE"
Alana Maria,Design Biomimetico,,2016,10.0,APROVADO POR MÉDIA,1
Alana Maria,Design Cenico,,2015,9.25,APROVADO POR MÉDIA,2
Alana Maria,Design Cibernetico,,2014,7.4,APROVADO POR MÉDIA,2
Alana Maria,Design Colaborativo,,2013,8.7,APROVADO POR MÉDIA,1
Alana Maria,Design Computacional,,2015,8.0,APROVADO POR MÉDIA,1
Alana Maria,Design Digital,,2015,9.25,APROVADO POR MÉDIA,2
Alana Maria,Design Experimental,,2015,7.5,APROVADO POR MÉDIA,1
Alana Maria,Design Parametrico,,2015,8.12,APROVADO POR MÉDIA,1
Alana Maria,Design Sonoro,,2016,8.0,APROVADO POR MÉDIA,1
Alana Maria,Design Thinking,,2015,7.0,APROVADO POR MÉDIA,1
Alana Maria,Design de Aprendizado,,2013,8.5,APROVADO POR MÉDIA,2
Alana Maria,Design de Apresentacoes,,2015,8.5,APROVADO POR MÉDIA,2
Alana Maria,Design de Espacos Virtuais,,2015,9.3,APROVADO POR MÉDIA,1
Alana Maria,Design de Experiencia em Museus,,2013,9.5,APROVADO POR MÉDIA,2
Alana Maria,Design de Impacto Social,,2016,10.0,APROVADO POR MÉDIA,1
Alana Maria,Design de Interacao Corporal,,2015,9.0,APROVADO POR MÉDIA,1
Alana Maria,Design de Interacao Cultural,,2014,7.25,APROVADO POR MÉDIA,2
Alana Maria,Design de Interacao Tangivel,,2016,8.0,APROVADO POR MÉDIA,1
Alana Maria,Design de Interacao em Tempo Real,,2014,8.75,APROVADO POR MÉDIA,2
Alana Maria,Design de Interfaces Neuromorficas,,2013,10.0,APROVADO POR MÉDIA,2
Alana Maria,Design de Joias,,2014,9.0,APROVADO POR MÉDIA,1
Alana Maria,Design de Mobiliario,,2013,,APROVADO POR FREQÜÊNCIA,1
Alana Maria,Design de Narrativa Espacial,,2015,9.5,APROVADO POR MÉDIA,1
Alana Maria,Design de Produto,,2014,8.25,APROVADO POR MÉDIA,2
Alana Maria,Design de Realidade Aumentada (AR) e Virtual (VR),,2014,8.5,APROVADO POR MÉDIA,2
Alana Maria,Design de Realidade Hibrida,,2016,8.15,APROVADO POR MÉDIA,1
Alana Maria,Design de Redes Sociais,,2015,9.14,APROVADO POR MÉDIA,2
Alana Maria,Design de Tecnologia Vestivel (Wearable),,2013,7.8,APROVADO POR MÉDIA,2
Alana Maria,Design de Visualizacao de Informacoes,,2013,8.3,APROVADO POR MÉDIA,1
Alana Maria,Design para Longevidade,,2013,9.25,APROVADO POR MÉDIA,1
Alana Maria,Ecodesign,,2014,7.8,APROVADO POR MÉDIA,2
Alana Maria,Ergonomia,,2013,9.75,APROVADO POR MÉDIA,2
Alana Maria,Etica em Design,,2015,8.75,APROVADO POR MÉDIA,2
Alana Maria,FORMADO,,2017,,,1
Alana Maria,Gamificacao,,2014,7.0,APROVADO POR MÉDIA,1
Alana Maria,Gestao de Marcas,,2015,6.32,APROVADO,1
Alana Maria,INTEGRALIZADO,,2016,,,2
Alana Maria,Identidade Visual,,2013,9.75,APROVADO POR MÉDIA,1
Alana Maria,Impressao 3D,,2014,8.5,APROVADO POR MÉDIA,1
Alana Maria,Interacao Tangivel,,2015,9.5,APROVADO POR MÉDIA,2
Alana Maria,Manipulacao de Imagem,,2014,7.3,APROVADO POR MÉDIA,1
Alana Maria,Marketing de Produto,,2014,8.85,APROVADO POR MÉDIA,1
Alana Maria,Modelagem 3D,,2014,10.0,APROVADO POR MÉDIA,2
Alana Maria,Projeto Integrado,,2013,10.0,APROVADO POR MÉDIA,2
Alana Maria,Prototipagem em Papel,,2014,9.5,APROVADO POR MÉDIA,2
Alana Maria,SemiÃ³tica,,2016,10.0,APROVADO POR MÉDIA,1
Alana Maria,Storytelling Visual,,2013,8.0,APROVADO POR MÉDIA,1
Alana Maria,Tecnicas de Iluminacao,,2016,10.0,APROVADO POR MÉDIA,2
Alana Maria,Teoria da Cor,,2016,9.0,APROVADO POR MÉDIA,1
Alana Maria,Teoria do Design,,2016,9.15,APROVADO POR MÉDIA,1
Alana Maria,Tipografia,,2014,9.25,APROVADO POR MÉDIA,1
Bianca Camila,Computacao Grafica,,2015,7.0,APROVADO POR MÉDIA,1
Bianca Camila,DESVINCULADO,,2015,,,2
Bianca Camila,DESVINCULADO,,2017,,,1
Bianca Camila,Design Colaborativo,,2015,2.45,REPROVADO,1
Bianca Camila,Design Colaborativo,,2016,2.4,REPROVADO,1
Bianca Camila,Design de Mobiliario,,2015,,APROVADO POR FREQÜÊNCIA,1
Bianca Camila,Design de Visualizacao de Informacoes,,2015,,REPROVADO POR FALTA,1
Bianca Camila,Design de Visualizacao de Informacoes,,2016,,REPROVADO POR FALTA,1
Bianca Camila,Design para Longevidade,,2015,,REPROVADO POR FALTA,1
Bianca Camila,Design para Longevidade,,2016,,REPROVADO POR FALTA,1
Bianca Camila,Ergonomia,,2016,,REPROVADO POR FALTA,2
Bianca Camila,Gamificacao,,2016,,REPROVADO POR FALTA,1
Bianca Camila,Identidade Visual,,2015,7.5,APROVADO POR MÉDIA,1
Bianca Camila,REINTEGRAÇÃO,,2016,,,1
Bianca Camila,Storytelling Visual,,2015,5.8,APROVADO,1
Bruna Clara,Computacao Grafica,Marcos Ferreira,2019,7.38,APROVADO,1
Bruna Clara,DESVINCULADO,,2019,,,2
Bruna Clara,Design Colaborativo,Fernanda Lima,2019,3.26,REPROVADO,1
Bruna Clara,Design de Mobiliario,Fernanda Lima,2019,9.1,APROVADO POR MÉDIA,1
Bruna Clara,Design de Visualizacao de Informacoes,Andre Almeida,2019,,REPROVADO POR FALTA,1
Bruna Clara,Design para Longevidade,Marcos Ferreira,2019,,REPROVADO POR FALTA,1
Bruna Clara,Identidade Visual,Joao Silva,2019,8.5,APROVADO POR MÉDIA,1
Bruna Clara,Storytelling Visual,Maria Santos,2019,7.5,APROVADO POR MÉDIA,1
Bruna Nathanael,Computacao Grafica,,2005,8.0,APROVADO POR MÉDIA,2
Bruna Nathanael,DESVINCULADO,,2006,,,2
Bruna Nathanael,Design Colaborativo,,2005,,REPROVADO POR FALTA,2
Bruna Nathanael,Design Colaborativo,,2006,,REPROVADO POR FALTA,1
Bruna Nathanael,Design de Mobiliario,,2005,,APROVADO POR FREQÜÊNCIA,2
Bruna Nathanael,Design de Visualizacao de Informacoes,,2005,,REPROVADO POR FALTA,2
Bruna Nathanael,Design de Visualizacao de Informacoes,,2006,,REPROVADO POR FALTA,1
Bruna Nathanael,Design para Longevidade,,2005,7.0,APROVADO POR MÉDIA,2
Bruna Nathanael,Identidade Visual,,2005,3.2,REPROVADO,2
Bruna Nathanael,Identidade Visual,,2006,,APROVADO POR FREQÜÊNCIA,1
Bruna Nathanael,Storytelling Visual,,2005,8.25,APROVADO POR MÉDIA,2
Caio Beatriz,Branding,,2013,7.5,APROVADO POR MÉDIA,2
Caio Beatriz,Computacao Grafica,,2012,8.75,APROVADO POR MÉDIA,2
Caio Beatriz,Cultura Visual,,2013,8.5,APROVADO POR MÉDIA,1
Caio Beatriz,DESVINCULADO,,2017,,,2
Caio Beatriz,DISCIPLINA,,ANO,NOTA FINAL,SITUAÇÃO CONCEITO,"SE
MES
TRE"
Caio Beatriz,Design Cenico,,2015,7.35,APROVADO POR MÉDIA,1
Caio Beatriz,Design Cibernetico,,2014,5.72,APROVADO,1
Caio Beatriz,Design Colaborativo,,2012,,REPROVADO POR FALTA,2
Caio Beatriz,Design Colaborativo,,2013,0.8,REPROVADO,1
Caio Beatriz,Design Colaborativo,,2013,5.0,APROVADO,2
Caio Beatriz,Design Computacional,,2014,4.57,REPROVADO,2
Caio Beatriz,Design Computacional,,2015,6.82,APROVADO,1
Caio Beatriz,Design Digital,,2015,8.5,APROVADO POR MÉDIA,1
Caio Beatriz,Design Parametrico,,2014,,REPROVADO POR FALTA,2
Caio Beatriz,Design Thinking,,2013,5.25,APROVADO,2
Caio Beatriz,Design de Apresentacoes,,2013,8.0,APROVADO POR MÉDIA,2
Caio Beatriz,Design de Espacos Virtuais,,2014,7.6,APROVADO POR MÉDIA,2
Caio Beatriz,Design de Experiencia em Museus,,2013,5.13,APROVADO,1
Caio Beatriz,Design de Impacto Social,,2016,9.25,APROVADO POR MÉDIA,1
Caio Beatriz,Design de Impressao e Publicacao,,2015,7.75,APROVADO POR MÉDIA,2
Caio Beatriz,Design de Interacao Corporal,,2015,8.5,APROVADO POR MÉDIA,1
Caio Beatriz,Design de Interacao Cultural,,2014,4.25,REPROVADO,1
Caio Beatriz,Design de Interacao Cultural,,2014,5.13,APROVADO,2
Caio Beatriz,Design de Interacao Tangivel,,2016,7.25,APROVADO POR MÉDIA,2
Caio Beatriz,Design de Interacao em Tempo Real,,2014,9.75,APROVADO POR MÉDIA,1
Caio Beatriz,Design de Interfaces Neuromorficas,,2013,7.5,APROVADO POR MÉDIA,1
Caio Beatriz,Design de Joias,,2013,7.0,APROVADO POR MÉDIA,1
Caio Beatriz,Design de Mobiliario,,2012,,APROVADO POR FREQÜÊNCIA,2
Caio Beatriz,Design de Moda,,2015,9.5,APROVADO POR MÉDIA,2
Caio Beatriz,Design de Narrativa Espacial,,2015,10.0,APROVADO POR MÉDIA,1
Caio Beatriz,Design de Produto,,2014,8.55,APROVADO POR MÉDIA,1
Caio Beatriz,Design de Realidade Aumentada (AR) e Virtual (VR),,2014,5.25,APROVADO,1
Caio Beatriz,Design de Tecnologia Vestivel (Wearable),,2015,7.25,APROVADO POR MÉDIA,2
Caio Beatriz,Design de Visualizacao de Informacoes,,2012,6.15,APROVADO,2
Caio Beatriz,Design para Longevidade,,2012,7.5,APROVADO POR MÉDIA,2
Caio Beatriz,Ergonomia,,2013,5.82,APROVADO,1
Caio Beatriz,Etica em Design,,2015,8.0,APROVADO POR MÉDIA,1
Caio Beatriz,Gamificacao,,2013,6.5,APROVADO,2
Caio Beatriz,Identidade Visual,,2012,8.5,APROVADO POR MÉDIA,2
Caio Beatriz,Impressao 3D,,2013,8.5,APROVADO POR MÉDIA,2
Caio Beatriz,Interacao Tangivel,,2015,9.0,APROVADO POR MÉDIA,1
Caio Beatriz,Manipulacao de Imagem,,2014,2.8,REPROVADO,1
Caio Beatriz,Manipulacao de Imagem,,2014,,REPROVADO POR FALTA,2
Caio Beatriz,Manipulacao de Imagem,,2016,,REPROVADO POR FALTA,1
Caio Beatriz,Projeto Integrado,,2015,4.53,REPROVADO,2
Caio Beatriz,Projeto Integrado,,2016,2.87,REPROVADO,2
Caio Beatriz,Prototipagem em Papel,,2014,9.5,APROVADO POR MÉDIA,2
Caio Beatriz,Prototipagem em Papel,,2014,,REPROVADO POR FALTA,1
Caio Beatriz,SemiÃ³tica,,2015,8.0,APROVADO POR MÉDIA,2
Caio Beatriz,Storytelling Visual,,2012,3.88,REPROVADO,2
Caio Beatriz,Storytelling Visual,,2013,6.25,APROVADO,1
Caio Beatriz,TRANCAMENTO,,2017,,,1
Caio Beatriz,Teoria da Cor,,2015,10.0,APROVADO POR MÉDIA,2
Caio Beatriz,Teoria do Design,,2015,,REPROVADO POR FALTA,2
Caio Beatriz,Tipografia,,2013,2.34,REPROVADO,2
Caio Beatriz,Tipografia,,2014,,REPROVADO POR FALTA,1
Caio Beatriz,Tipografia,,2016,,REPROVADO POR FALTA,1
DOCENTE(S): -----------.,Branding,,2016,7.0,APROVADO POR MÉDIA,1
DOCENTE(S): -----------.,Computacao Grafica,,2012,7.38,APROVADO,2
DOCENTE(S): -----------.,Computacao Grafica,,2015,4.25,REPROVADO,1
DOCENTE(S): -----------.,Computacao Grafica,,2016,7.25,APROVADO POR MÉDIA,1
DOCENTE(S): -----------.,Cultura Visual,,2015,9.15,APROVADO POR MÉDIA,2
DOCENTE(S): -----------.,DESVINCULADO,,2013,,,2
DOCENTE(S): -----------.,DESVINCULADO,,2019,,,2
