nome,disciplina,nome_docente,ano,nota,situacao,semestre
Beatriz Eduarda,Computacao Grafica,,2014,9.0,APROVADO POR MÉDIA,1
Beatriz Eduarda,Cultura Visual,,2014,,REPROVADO POR FALTA,2
Beatriz Eduarda,DESVINCULADO,,2015,,,2
Beatriz Eduarda,Design Biomimetico,,2014,,REPROVADO POR FALTA,2
Beatriz Eduarda,Design Colaborativo,,2014,0.4,REPROVADO,1
Beatriz Eduarda,Design Colaborativo,,2014,,REPROVADO POR FALTA,2
Beatriz Eduarda,Design Thinking,,2014,,REPROVADO POR FALTA,2
Beatriz Eduarda,Design de Experiencia em Museus,,2014,,REPROVADO POR FALTA,2
Beatriz Eduarda,Design de Interfaces Neuromorficas,,2014,,REPROVADO POR FALTA,2
Beatriz Eduarda,Design de Joias,,2015,,REPROVADO POR FALTA,1
Beatriz Eduarda,Design de Mobiliario,,2014,,APROVADO POR FREQÜÊNCIA,1
Beatriz Eduarda,Design de Visualizacao de Informacoes,,2014,9.0,APROVADO POR MÉDIA,1
Beatriz Eduarda,Design para Longevidade,,2014,2.85,REPROVADO,1
Beatriz Eduarda,Ergonomia,,2014,,REPROVADO POR FALTA,2
Beatriz Eduarda,Gamificacao,,2015,,REPROVADO POR FALTA,1
Beatriz Eduarda,Identidade Visual,,2014,7.5,APROVADO POR MÉDIA,1
Beatriz Eduarda,Storytelling Visual,,2014,7.0,APROVADO POR MÉDIA,1
Beatriz Mariana,Branding,Rafaela Gomes,2020,7.5,APROVADO POR MÉDIA,3
Beatriz Mariana,Computacao Grafica,Marcos Ferreira,2019,8.5,APROVADO POR MÉDIA,1
Beatriz Mariana,Comunicacao Visual,Luiz Pereira,2022,3.0,REPROVADO,1
Beatriz Mariana,Comunicacao Visual,Luiz Pereira,2023,,REPROVADO POR FALTA,1
Beatriz Mariana,Cultura Visual,Patricia Nunes,2019,8.0,APROVADO POR MÉDIA,2
Beatriz Mariana,DISCIPLINA,,ANO,NOTA FINAL,SITUAÇÃO CONCEITO,"SE
MES
TRE"
Beatriz Mariana,DISCIPLINA,,ANO,NOTA FINAL,SITUAÇÃO CONCEITO,"SE
MES
TRE"
Beatriz Mariana,"Design Biomimetico

(DOUTORADO).",Carla Souza,2022,,REPROVADO POR FALTA,2
Beatriz Mariana,"Design Biomimetico

(DOUTORADO).",Carla Souza,2023,9.0,APROVADO POR MÉDIA,1
Beatriz Mariana,Design Cenico,Ana Costa,2021,9.0,APROVADO POR MÉDIA,2
Beatriz Mariana,Design Cibernetico,Joao Silva,2020,7.2,APROVADO POR MÉDIA,2
