nome,disciplina,nome_Docente,ano,nota,situacao,semestre
Arthur Alana,Computacao Grafica,,2009,,REPROVADO POR FALTA,1
Arthur Alana,DESVINCULADO,,2011,,,1
Arthur Alana,Design Colaborativo,,2009,,REPROVADO POR FALTA,1
Arthur Alana,Design de Mobiliario,,2009,,REPROVADO POR FALTA,1
Arthur Alana,Design de Mobiliario,,2009,,REPROVADO POR FALTA,2
Arthur Alana,Design de Visualizacao de Informacoes,,2009,,REPROVADO POR FALTA,1
Arthur Alana,Design para Longevidade,,2009,,REPROVADO POR FALTA,1
Arthur Alana,Identidade Visual,,2009,,REPROVADO POR FALTA,1
Arthur Alana,Storytelling Visual,,2009,,REPROVADO POR FALTA,1
Arthur Alana,TRANCAMENTO,,2010,,,1
Arthur Alana,TRANCAMENTO,,2010,,,2
Camila Cecilia,Design Editorial,Gustavo Martins,2023,7.15,APROVADO POR MÉDIA,1
Camila Cecilia,Design Estrategico,,2023,,CURSANDO,2
Camila Cecilia,Design Sustentavel,,2023,,CURSANDO,2
Camila Cecilia,Design de Acessibilidade,,2023,,CURSANDO,2
Camila Cecilia,Design de Embalagens,Carla Souza,2023,6.64,APROVADO,1
Camila Cecilia,Design de Instrumentos Musicais,,2023,,CURSANDO,2
Camila Cecilia,Design de Interacao Emocional,,2023,,CURSANDO,2
Camila Cecilia,Design de Intervencao,Joao Silva,2023,9.55,APROVADO POR MÉDIA,1
Camila Cecilia,Design de Mobiliario Urbano,Marcos Ferreira,2023,8.5,APROVADO POR MÉDIA,1
Camila Cecilia,Fabricacao Digital,Pedro Oliveira,2023,8.85,APROVADO POR MÉDIA,1
Camila Cecilia,Principios de Design,Patricia Nunes,2023,8.5,APROVADO POR MÉDIA,1
Camila Cecilia,Visualizacao de Dados,,2023,,CURSANDO,2
Caroline Caroline,Branding,,2014,7.25,APROVADO POR MÉDIA,1
Caroline Caroline,Computacao Grafica,,2013,9.0,APROVADO POR MÉDIA,1
Caroline Caroline,Comunicacao Visual,,2016,8.0,APROVADO POR MÉDIA,1
Caroline Caroline,Cultura Visual,,2013,5.03,APROVADO,2
Caroline Caroline,DISCIPLINA,,ANO,NOTA FINAL,SITUAÇÃO CONCEITO,"SE
MES
TRE"
Caroline Caroline,Design Biomimetico,,2017,7.0,APROVADO POR MÉDIA,1
Caroline Caroline,Design Cenico,,2015,,REPROVADO POR FALTA,2
Caroline Caroline,Design Cenico,,2016,4.68,REPROVADO,2
Caroline Caroline,Design Cenico,,2017,7.95,APROVADO POR MÉDIA,2
Caroline Caroline,Design Cibernetico,,2015,6.38,APROVADO,1
Caroline Caroline,Design Colaborativo,,2013,2.8,REPROVADO,1
Caroline Caroline,Design Colaborativo,,2013,7.28,APROVADO POR MÉDIA,2
Caroline Caroline,Design Computacional,,2015,6.93,APROVADO,2
Caroline Caroline,Design Digital,,2015,9.0,APROVADO POR MÉDIA,1
Caroline Caroline,Design Experimental,,2015,8.0,APROVADO POR MÉDIA,2
Caroline Caroline,Design Parametrico,,2015,6.11,APROVADO,2
Caroline Caroline,Design Parametrico,,2015,,REPROVADO POR FALTA,1
Caroline Caroline,Design Thinking,,2013,7.0,APROVADO POR MÉDIA,2
Caroline Caroline,Design de Aprendizado,,2014,3.63,REPROVADO,1
Caroline Caroline,Design de Aprendizado,,2015,5.0,APROVADO,2
Caroline Caroline,Design de Apresentacoes,,2013,7.25,APROVADO POR MÉDIA,2
Caroline Caroline,Design de Espacos Virtuais,,2017,8.75,APROVADO POR MÉDIA,1
Caroline Caroline,Design de Experiencia em Museus,,2013,6.0,APROVADO,2
