nome,disciplina,nome_docente,ano,nota,situacao,semestre
Alice Beatriz,Branding,Rafaela Gomes,2018,7.5,APROVADO POR MÉDIA,1
Alice Beatriz,Computacao Grafica,,2015,7.38,APROVADO,1
Alice Beatriz,Comunicacao Visual,Luiz Pereira,2019,7.5,APROVADO POR MÉDIA,1
Alice Beatriz,Cultura Visual,,2015,7.0,APROVADO POR MÉDIA,2
Alice Beatriz,DESVINCULADO,,2016,,,1
Alice Beatriz,DISCIPLINA,,ANO,NOTA FINAL,SITUAÇÃO CONCEITO,"SE
MES
TRE"
Alice Beatriz,DISCIPLINA,,ANO,NOTA FINAL,SITUAÇÃO CONCEITO,"SE
MES
TRE"
Alice Beatriz,Design Biomimetico,Carla Souza,2020,10.0,APROVADO POR MÉDIA,1
Alice Beatriz,Design Cenico,Ana Costa,2019,8.84,APROVADO POR MÉDIA,2
Alice Beatriz,Design Cibernetico,Joao Silva,2019,8.8,APROVADO POR MÉDIA,2
Alice Beatriz,Design Colaborativo,,2015,3.53,REPROVADO,1
Alice Beatriz,Design Colaborativo,,2017,7.52,APROVADO POR MÉDIA,1
Alice Beatriz,Design Computacional,Maria Santos,2020,9.8,APROVADO POR MÉDIA,3
Alice Beatriz,Design Digital,Patricia Nunes,2020,9.35,APROVADO POR MÉDIA,2
Alice Beatriz,Design Experimental,Rafaela Gomes,2019,7.0,APROVADO POR MÉDIA,1
Alice Beatriz,Design Parametrico,Juliana Rodrigues,2019,6.66,APROVADO,1
Alice Beatriz,Design Sonoro,Patricia Nunes,2020,10.0,APROVADO POR MÉDIA,1
Alice Beatriz,Design Thinking,,2015,5.75,APROVADO,2
Alice Beatriz,Design de Aprendizado,,2017,7.0,APROVADO POR MÉDIA,2
Alice Beatriz,Design de Apresentacoes,,2015,7.25,APROVADO POR MÉDIA,2
Alice Beatriz,Design de Espacos Virtuais,Pedro Oliveira,2019,8.7,APROVADO POR MÉDIA,1
Alice Beatriz,Design de Experiencia em Museus,,2017,8.63,APROVADO POR MÉDIA,2
Alice Beatriz,Design de Impacto Social,Rafaela Gomes,2020,10.0,APROVADO POR MÉDIA,1
Alice Beatriz,Design de Interacao Corporal,Fernanda Lima,2020,9.5,APROVADO POR MÉDIA,1
Alice Beatriz,Design de Interacao Cultural,Gustavo Martins,2019,5.88,APROVADO,2
Alice Beatriz,Design de Interacao Tangivel,Rafaela Gomes,2020,10.0,APROVADO POR MÉDIA,1
Alice Beatriz,Design de Interacao em Tempo Real,Pedro Oliveira,2018,9.0,APROVADO POR MÉDIA,2
Alice Beatriz,Design de Interfaces Neuromorficas,Marcos Ferreira,2018,7.25,APROVADO,2
Alice Beatriz,Design de Interfaces Neuromorficas,,2017,1.75,REPROVADO,2
Alice Beatriz,Design de Jogos,Joao Silva,2020,10.0,APROVADO POR MÉDIA,1
Alice Beatriz,Design de Joias,Gustavo Martins,2018,8.25,APROVADO POR MÉDIA,1
Alice Beatriz,Design de Mobiliario,Fernanda Lima,2018,8.48,APROVADO POR MÉDIA,1
Alice Beatriz,Design de Mobiliario,,2015,,REPROVADO POR FALTA,1
Alice Beatriz,Design de Narrativa Espacial,Ana Costa,2020,8.5,APROVADO POR MÉDIA,3
Alice Beatriz,Design de Produto,Carla Souza,2018,7.75,APROVADO POR MÉDIA,2
Alice Beatriz,Design de Realidade Aumentada (AR) e Virtual (VR),Juliana Rodrigues,2018,7.0,APROVADO POR MÉDIA,2
Alice Beatriz,Design de Realidade Hibrida,Pedro Oliveira,2020,9.0,APROVADO POR MÉDIA,2
Alice Beatriz,Design de Redes Sociais,Larissa Vieira,2020,8.8,APROVADO POR MÉDIA,3
Alice Beatriz,Design de Tecnologia Vestivel (Wearable),,2017,7.5,APROVADO,2
Alice Beatriz,Design de Visualizacao de Informacoes,,2015,,REPROVADO POR FALTA,1
Alice Beatriz,Design de Visualizacao de Informacoes,,2017,7.0,APROVADO POR MÉDIA,1
Alice Beatriz,Design para Longevidade,Marcos Ferreira,2018,8.55,APROVADO POR MÉDIA,1
Alice Beatriz,Design para Longevidade,,2015,0.0,REPROVADO,1
Alice Beatriz,Design para Longevidade,,2017,2.75,REPROVADO,1
Alice Beatriz,Ecodesign,Diego Cardoso,2018,7.25,APROVADO POR MÉDIA,2
Alice Beatriz,Ergonomia,,2017,9.0,APROVADO POR MÉDIA,2
Alice Beatriz,Etica em Design,,2020,10.0,APROVADO POR MÉDIA,1
Alice Beatriz,FORMADO,,2021,,,1
Alice Beatriz,Gamificacao,,2017,7.0,APROVADO POR MÉDIA,1
Alice Beatriz,Gestao de Marcas,Maria Santos,2018,8.0,APROVADO POR MÉDIA,2
Alice Beatriz,INTEGRALIZADO,,2021,,,1
Alice Beatriz,Identidade Visual,,2015,6.75,APROVADO,1
Alice Beatriz,Impressao 3D,Marcos Ferreira,2019,8.0,APROVADO POR MÉDIA,1
Alice Beatriz,Interacao Tangivel,Gustavo Martins,2019,8.0,APROVADO POR MÉDIA,2
Alice Beatriz,Interacao Tangivel,,2015,,REPROVADO POR FALTA,2
Alice Beatriz,Manipulacao de Imagem,Diego Cardoso,2020,8.5,APROVADO POR MÉDIA,3
Alice Beatriz,Marketing de Produto,Carla Souza,2018,6.53,APROVADO,1
Alice Beatriz,Materiais e Processos,Juliana Rodrigues,2019,10.0,APROVADO POR MÉDIA,2
Alice Beatriz,Projeto Integrado,,2017,9.34,APROVADO POR MÉDIA,2
Alice Beatriz,Prototipagem em Papel,Juliana Rodrigues,2019,8.23,APROVADO POR MÉDIA,2
Alice Beatriz,REINTEGRAÇÃO,,2017,,,1
Alice Beatriz,SemiÃ³tica,,2015,8.0,APROVADO POR MÉDIA,2
Alice Beatriz,Storytelling Visual,,2015,5.53,APROVADO,1
Alice Beatriz,Tecnicas de Iluminacao,Gustavo Martins,2021,10.0,APROVADO POR MÉDIA,1
Alice Beatriz,Teoria da Cor,Ana Costa,2021,8.0,APROVADO POR MÉDIA,1
Alice Beatriz,Teoria do Design,Marcos Ferreira,2019,8.2,APROVADO POR MÉDIA,2
Alice Beatriz,Teoria do Design,,2015,,REPROVADO POR FALTA,2
Alice Beatriz,Tipografia,Joao Silva,2018,8.35,APROVADO POR MÉDIA,1
Alice Natalia,DESLIGAMENTO,,2009,,,2
Bruno Elisa,DESLIGAMENTO,,2007,,,1
Caio Vanessa,Branding,,2011,7.7,APROVADO POR MÉDIA,1
Caio Vanessa,Computacao Grafica,,2010,7.5,APROVADO POR MÉDIA,1
Caio Vanessa,Comunicacao Visual,,2013,8.1,APROVADO POR MÉDIA,1
Caio Vanessa,Cultura Visual,,2012,8.27,APROVADO,2
Caio Vanessa,DESVINCULADO,,2020,,,1
Caio Vanessa,DISCIPLINA,,ANO,NOTA FINAL,SITUAÇÃO CONCEITO,"SE
MES
TRE"
Caio Vanessa,Design Biomimetico,,2015,10.0,APROVADO POR MÉDIA,1
Caio Vanessa,Design Cenico,,2012,7.3,APROVADO POR MÉDIA,2
Caio Vanessa,Design Cibernetico,,2011,8.9,APROVADO POR MÉDIA,2
Caio Vanessa,Design Colaborativo,,2010,9.15,APROVADO POR MÉDIA,1
Caio Vanessa,Design Computacional,,2012,7.75,APROVADO POR MÉDIA,1
Caio Vanessa,Design Digital,,2012,8.5,APROVADO POR MÉDIA,2
Caio Vanessa,Design Experimental,,2011,8.5,APROVADO POR MÉDIA,2
Caio Vanessa,Design Parametrico,,2012,7.35,APROVADO POR MÉDIA,1
Caio Vanessa,Design Sonoro,,2012,5.0,APROVADO,1
Caio Vanessa,Design Thinking,,2011,7.0,APROVADO POR MÉDIA,2
Caio Vanessa,Design de Aprendizado,,2010,9.0,APROVADO POR MÉDIA,2
Caio Vanessa,Design de Apresentacoes,,2013,8.5,APROVADO POR MÉDIA,1
Caio Vanessa,Design de Espacos Virtuais,,2012,7.0,APROVADO POR MÉDIA,1
Caio Vanessa,Design de Experiencia em Museus,,2010,7.5,APROVADO POR MÉDIA,2
Caio Vanessa,Design de Impacto Social,,2015,7.5,APROVADO POR MÉDIA,1
Caio Vanessa,Design de Interacao Corporal,,2012,7.0,APROVADO POR MÉDIA,1
Caio Vanessa,Design de Interacao Cultural,,2011,9.75,APROVADO POR MÉDIA,2
Caio Vanessa,Design de Interacao Social,,2015,5.0,APROVADO,1
Caio Vanessa,Design de Interacao Tangivel,,2012,7.0,APROVADO POR MÉDIA,2
Caio Vanessa,Design de Interacao em Tempo Real,,2011,9.75,APROVADO POR MÉDIA,2
Caio Vanessa,Design de Interfaces Neuromorficas,,2010,8.2,APROVADO POR MÉDIA,2
