nome,disciplina,nome_Docente,ano,nota,situacao,semestre
Arthur Jose,Branding,,2009,8.8,APROVADO POR MÉDIA,1
Arthur Jose,Computacao Grafica,,2008,7.75,APROVADO POR MÉDIA,1
Arthur Jose,Comunicacao Visual,,2011,7.6,APROVADO POR MÉDIA,1
Arthur Jose,Cultura Visual,,2009,9.0,APROVADO POR MÉDIA,1
Arthur Jose,DISCIPLINA,,ANO,NOTA FINAL,SITUAÇÃO CONCEITO,"SE
MES
TRE"
Arthur Jose,Design Biofilico,,2011,7.04,APROVADO POR MÉDIA,1
Arthur Jose,Design Biomimetico,,2011,7.5,APROVADO POR MÉDIA,1
Arthur Jose,Design Cenico,,2010,8.75,APROVADO POR MÉDIA,2
Arthur Jose,Design Cibernetico,,2010,10.0,APROVADO POR MÉDIA,1
Arthur Jose,Design Colaborativo,,2008,6.25,APROVADO,1
Arthur Jose,Design Computacional,,2010,8.5,APROVADO POR MÉDIA,2
Arthur Jose,Design Digital,,2010,8.0,APROVADO POR MÉDIA,2
Arthur Jose,Design Experimental,,2010,7.25,APROVADO POR MÉDIA,2
Arthur Jose,Design Parametrico,,2010,4.26,REPROVADO,1
Arthur Jose,Design Parametrico,,2011,7.3,APROVADO POR MÉDIA,2
Arthur Jose,Design Thinking,,2009,6.4,APROVADO,2
Arthur Jose,Design de Aprendizado,,2008,8.5,APROVADO POR MÉDIA,2
Arthur Jose,Design de Apresentacoes,,2010,8.0,APROVADO POR MÉDIA,1
Arthur Jose,Design de Espacos Virtuais,,2010,8.79,APROVADO POR MÉDIA,1
Arthur Jose,Design de Experiencia em Museus,,2009,7.0,APROVADO POR MÉDIA,1
Arthur Jose,Design de Impacto Social,,2011,7.65,APROVADO POR MÉDIA,2
Arthur Jose,Design de Interacao Corporal,,2010,9.5,APROVADO POR MÉDIA,2
Arthur Jose,Design de Interacao Cultural,,2010,8.25,APROVADO POR MÉDIA,1
Arthur Jose,Design de Interacao Social,,2011,9.0,APROVADO POR MÉDIA,1
Arthur Jose,Design de Interacao Tangivel,,2011,8.25,APROVADO POR MÉDIA,2
Arthur Jose,Design de Interacao em Tempo Real,,2009,8.5,APROVADO POR MÉDIA,2
Arthur Jose,Design de Interfaces Neuromorficas,,2009,7.0,APROVADO POR MÉDIA,1
Arthur Jose,Design de Joias,,2009,9.5,APROVADO POR MÉDIA,1
Arthur Jose,Design de Mobiliario,,2008,8.0,APROVADO POR MÉDIA,1
Arthur Jose,Design de Narrativa Espacial,,2010,7.6,APROVADO POR MÉDIA,2
Arthur Jose,Design de Produto,,2009,7.75,APROVADO POR MÉDIA,2
Arthur Jose,Design de Realidade Aumentada (AR) e Virtual (VR),,2010,8.0,APROVADO POR MÉDIA,1
Arthur Jose,Design de Redes Sociais,,2011,8.75,APROVADO POR MÉDIA,1
Arthur Jose,Design de Tecnologia Vestivel (Wearable),,2008,9.8,APROVADO POR MÉDIA,2
Arthur Jose,Design de Visualizacao de Informacoes,,2008,4.13,REPROVADO,1
Arthur Jose,Design de Visualizacao de Informacoes,,2008,6.78,APROVADO,2
Arthur Jose,Design para Longevidade,,2008,3.75,REPROVADO,1
Arthur Jose,Design para Longevidade,,2009,7.5,APROVADO POR MÉDIA,2
Arthur Jose,Ecodesign,,2010,8.5,APROVADO POR MÉDIA,1
Arthur Jose,Ergonomia,,2009,8.03,APROVADO POR MÉDIA,1
Arthur Jose,Etica em Design,,2010,8.7,APROVADO POR MÉDIA,2
Arthur Jose,FORMADO,,2011,,,2
Arthur Jose,Gamificacao,,2009,8.0,APROVADO POR MÉDIA,1
Arthur Jose,Gestao de Marcas,,2010,8.0,APROVADO POR MÉDIA,2
Arthur Jose,INTEGRALIZADO,,2011,,,2
Arthur Jose,Identidade Visual,,2008,9.25,APROVADO POR MÉDIA,1
Arthur Jose,Impressao 3D,,2009,7.0,APROVADO POR MÉDIA,2
Arthur Jose,Interacao Tangivel,,2010,,APROVADO POR FREQÜÊNCIA,2
Arthur Jose,Manipulacao de Imagem,,2009,8.25,APROVADO POR MÉDIA,2
Arthur Jose,Marketing de Produto,,2010,7.35,APROVADO POR MÉDIA,1
Arthur Jose,Materiais e Processos,,2011,7.1,APROVADO POR MÉDIA,1
Arthur Jose,Projeto Integrado,,2008,2.3,REPROVADO,2
Arthur Jose,Projeto Integrado,,2009,5.75,APROVADO,1
Arthur Jose,Prototipagem em Papel,,2010,7.0,APROVADO POR MÉDIA,1
Arthur Jose,SemiÃ³tica,,2011,8.25,APROVADO POR MÉDIA,2
Arthur Jose,Storytelling Visual,,2008,7.6,APROVADO POR MÉDIA,1
Arthur Jose,Tecnicas de Iluminacao,,2011,8.0,APROVADO POR MÉDIA,2
Arthur Jose,Teoria da Cor,,2011,8.25,APROVADO POR MÉDIA,1
Arthur Jose,Teoria do Design,,2011,7.1,APROVADO POR MÉDIA,1
Arthur Jose,Tipografia,,2009,8.0,APROVADO POR MÉDIA,2
Arthur Vitoria,DESLIGAMENTO,,2020,,,1
Bruna Isabela,Branding,,2012,,REPROVADO POR FALTA,2
Bruna Isabela,Branding,,2013,5.75,APROVADO,2
Bruna Isabela,Computacao Grafica,,2010,8.25,APROVADO POR MÉDIA,2
Bruna Isabela,Cultura Visual,,2011,7.38,APROVADO,1
Bruna Isabela,DESVINCULADO,,2016,,,2
Bruna Isabela,DISCIPLINA,,ANO,NOTA FINAL,SITUAÇÃO CONCEITO,"SE
MES
TRE"
Bruna Isabela,Design Biomimetico,,2013,,REPROVADO POR FALTA,1
Bruna Isabela,Design Biomimetico,,2014,,REPROVADO POR FALTA,2
Bruna Isabela,Design Cibernetico,,2014,3.92,REPROVADO,1
Bruna Isabela,Design Colaborativo,,2010,1.4,REPROVADO,2
Bruna Isabela,Design Colaborativo,,2011,2.4,REPROVADO,2
Bruna Isabela,Design Colaborativo,,2011,2.8,REPROVADO,1
Bruna Isabela,Design Colaborativo,,2012,5.2,APROVADO,1
Bruna Isabela,Design Parametrico,,2012,3.8,REPROVADO,1
Bruna Isabela,Design Parametrico,,2013,5.25,APROVADO,2
Bruna Isabela,Design Sonoro,,2012,,CANCELADO COM ONUS,1
Bruna Isabela,Design Sonoro,,2012,,REPROVADO POR FALTA,2
Bruna Isabela,Design Thinking,,2011,8.25,APROVADO POR MÉDIA,2
Bruna Isabela,Design de Aprendizado,,2013,5.07,APROVADO,1
Bruna Isabela,Design de Apresentacoes,,2011,7.0,APROVADO POR MÉDIA,1
