nome,disciplina,nome_docente,ano,nota,situacao,semestre
Alana Daniel,Computacao Grafica,,2012,,REPROVADO POR FALTA,1
Alana Daniel,DESLIGAMENTO,,2013,,,1
Alana Daniel,Design Colaborativo,,2012,,REPROVADO POR FALTA,1
Alana Daniel,Design de Experiencia em Museus,,2012,,REPROVADO POR FALTA,2
Alana Daniel,Design de Interfaces Neuromorficas,,2012,,REPROVADO POR FALTA,2
Alana Daniel,Design de Mobiliario,,2012,,APROVADO POR FREQÜÊNCIA,1
Alana Daniel,Design de Visualizacao de Informacoes,,2012,7.0,APROVADO POR MÉDIA,1
Alana Daniel,Design para Longevidade,,2012,8.5,APROVADO POR MÉDIA,1
Alana Daniel,Ergonomia,,2012,,REPROVADO POR FALTA,2
Alana Daniel,Identidade Visual,,2012,,REPROVADO POR FALTA,1
Alana Daniel,Storytelling Visual,,2012,,DISPENSADO,1
Alice Guilherme,DESLIGAMENTO,,2007,,,2
Arthur Caua,Branding,,2009,,REPROVADO POR FALTA,1
Arthur Caua,Computacao Grafica,,2006,9.0,APROVADO POR MÉDIA,2
Arthur Caua,DESVINCULADO,,2008,,,2
Arthur Caua,DESVINCULADO,,2010,,,1
Arthur Caua,Design Colaborativo,,2006,2.5,REPROVADO,2
Arthur Caua,Design Colaborativo,,2007,0.75,REPROVADO,1
Arthur Caua,Design Colaborativo,,2009,,REPROVADO POR FALTA,1
Arthur Caua,Design de Experiencia em Museus,,2007,7.0,APROVADO POR MÉDIA,1
Arthur Caua,Design de Interfaces Neuromorficas,,2007,,REPROVADO POR FALTA,1
Arthur Caua,Design de Interfaces Neuromorficas,,2009,,REPROVADO POR FALTA,1
Arthur Caua,Design de Joias,,2008,,CANCELADO COM ONUS,1
Arthur Caua,Design de Joias,,2009,,REPROVADO POR FALTA,1
Arthur Caua,Design de Mobiliario,,2006,9.0,APROVADO POR MÉDIA,2
Arthur Caua,Design de Realidade Aumentada (AR) e Virtual (VR),,2007,,REPROVADO POR FALTA,1
Arthur Caua,Design de Visualizacao de Informacoes,,2006,7.0,APROVADO POR MÉDIA,2
Arthur Caua,Design para Longevidade,,2006,5.5,APROVADO,2
Arthur Caua,Ergonomia,,2008,,CANCELADO COM ONUS,1
Arthur Caua,Gamificacao,,2007,5.63,APROVADO,2
Arthur Caua,Identidade Visual,,2006,7.5,APROVADO POR MÉDIA,2
Arthur Caua,REINTEGRAÇÃO,,2009,,,1
Arthur Caua,Storytelling Visual,,2006,8.75,APROVADO POR MÉDIA,2
Arthur Caua,TRANCAMENTO,,2008,,,1
Beatriz Paula,Branding,,2012,4.25,REPROVADO,2
Beatriz Paula,Branding,,2013,7.0,APROVADO POR MÉDIA,2
Beatriz Paula,Computacao Grafica,,2010,5.72,APROVADO,1
Beatriz Paula,Comunicacao Visual,,2015,9.5,APROVADO POR MÉDIA,2
Beatriz Paula,Cultura Visual,,2011,8.0,APROVADO,2
Beatriz Paula,DISCIPLINA,,ANO,NOTA FINAL,SITUAÇÃO CONCEITO,"SE
MES
TRE"
Beatriz Paula,Design Biomimetico,,2014,9.0,APROVADO POR MÉDIA,1
Beatriz Paula,Design Cenico,,2015,5.25,APROVADO,2
Beatriz Paula,Design Cibernetico,,2013,7.5,APROVADO POR MÉDIA,1
Beatriz Paula,Design Colaborativo,,2010,0.5,REPROVADO,1
Beatriz Paula,Design Colaborativo,,2010,2.45,REPROVADO,2
Beatriz Paula,Design Colaborativo,,2011,4.0,REPROVADO,2
Beatriz Paula,Design Colaborativo,,2011,,REPROVADO POR FALTA,1
Beatriz Paula,Design Colaborativo,,2012,8.0,APROVADO POR MÉDIA,1
Beatriz Paula,Design Computacional,,2014,5.03,APROVADO,1
Beatriz Paula,Design Digital,,2013,8.3,APROVADO POR MÉDIA,2
