nome,disciplina,nome_docente,ano,nota,situacao,semestre
Beatriz Bruna,Computacao Grafica,,2013,7.0,APROVADO POR MÉDIA,2
Beatriz Bruna,Cultura Visual,,2014,,REPROVADO POR FALTA,1
Beatriz Bruna,DESVINCULADO,,2014,,,2
Beatriz Bruna,Design Colaborativo,,2013,1.13,REPROVADO,2
Beatriz Bruna,Design Colaborativo,,2014,0.85,REPROVADO,1
Beatriz Bruna,Design de Mobiliario,,2013,,APROVADO POR FREQÜÊNCIA,2
Beatriz Bruna,Design de Visualizacao de Informacoes,,2013,,REPROVADO POR FALTA,2
Beatriz Bruna,Design de Visualizacao de Informacoes,,2014,,REPROVADO POR FALTA,1
Beatriz Bruna,Design para Longevidade,,2013,3.25,REPROVADO,2
Beatriz Bruna,Design para Longevidade,,2014,,REPROVADO POR FALTA,1
Beatriz Bruna,Ergonomia,,2014,,REPROVADO POR FALTA,1
Beatriz Bruna,Gamificacao,,2014,2.25,REPROVADO,1
Beatriz Bruna,Identidade Visual,,2013,9.0,APROVADO POR MÉDIA,2
Beatriz Bruna,Storytelling Visual,,2013,5.0,APROVADO,2
Bruno Sophie,Computacao Grafica,,2008,7.5,APROVADO POR MÉDIA,2
Bruno Sophie,DESLIGAMENTO,,2009,,,1
Bruno Sophie,Design Colaborativo,,2008,,REPROVADO POR FALTA,2
Bruno Sophie,Design de Mobiliario,,2008,9.0,APROVADO POR MÉDIA,2
Bruno Sophie,Design de Visualizacao de Informacoes,,2008,3.25,REPROVADO,2
Bruno Sophie,Design para Longevidade,,2008,5.13,APROVADO,2
Bruno Sophie,Identidade Visual,,2008,8.0,APROVADO POR MÉDIA,2
Bruno Sophie,Storytelling Visual,,2008,6.63,APROVADO,2
Diego Leticia,Branding,Rafaela Gomes,2018,,REPROVADO POR FALTA,1
Diego Leticia,Computacao Grafica,Marcos Ferreira,2018,,REPROVADO POR FALTA,1
Diego Leticia,Computacao Grafica,Marcos Ferreira,2019,,REPROVADO POR FALTA,1
Diego Leticia,Computacao Grafica,,2014,4.13,REPROVADO,1
Diego Leticia,Computacao Grafica,,2015,,REPROVADO POR FALTA,1
Diego Leticia,Computacao Grafica,,2016,,REPROVADO POR FALTA,1
Diego Leticia,Computacao Grafica,,2017,,REPROVADO POR FALTA,1
Diego Leticia,Cultura Visual,,2016,,REPROVADO POR FALTA,2
Diego Leticia,DESVINCULADO,,2019,,,2
Diego Leticia,DISCIPLINA,,ANO,NOTA FINAL,SITUAÇÃO CONCEITO,"SE
MES
TRE"
Diego Leticia,Design Colaborativo,Fernanda Lima,2018,,REPROVADO POR FALTA,1
Diego Leticia,Design Colaborativo,Fernanda Lima,2019,,REPROVADO POR FALTA,1
Diego Leticia,Design Colaborativo,,2014,0.8,REPROVADO,1
Diego Leticia,Design Colaborativo,,2014,1.5,REPROVADO,2
Diego Leticia,Design Colaborativo,,2015,,REPROVADO POR FALTA,1
Diego Leticia,Design Colaborativo,,2016,,REPROVADO POR FALTA,1
Diego Leticia,Design Colaborativo,,2017,,REPROVADO POR FALTA,1
Diego Leticia,Design Thinking,Joao Silva,2019,,REPROVADO POR FALTA,1
Diego Leticia,Design Thinking,,2015,,REPROVADO POR FALTA,2
Diego Leticia,Design Thinking,,2016,,REPROVADO POR FALTA,1
Diego Leticia,Design de Apresentacoes,,2016,,REPROVADO POR FALTA,2
Diego Leticia,Design de Experiencia em Museus,Pedro Oliveira,2018,,REPROVADO POR FALTA,2
Diego Leticia,Design de Experiencia em Museus,,2014,,REPROVADO POR FALTA,2
Diego Leticia,Design de Experiencia em Museus,,2015,,REPROVADO POR FALTA,2
Diego Leticia,Design de Experiencia em Museus,,2016,,REPROVADO POR FALTA,2
Diego Leticia,Design de Experiencia em Museus,,2017,,REPROVADO POR FALTA,2
Diego Leticia,Design de Interacao Tangivel,Rafaela Gomes,2018,,REPROVADO POR FALTA,2
Diego Leticia,Design de Interacao Tangivel,,2017,,REPROVADO POR FALTA,2
Diego Leticia,Design de Interfaces Neuromorficas,Marcos Ferreira,2018,,REPROVADO POR FALTA,2
Diego Leticia,Design de Interfaces Neuromorficas,,2014,,REPROVADO POR FALTA,2
Diego Leticia,Design de Interfaces Neuromorficas,,2015,,REPROVADO POR FALTA,2
Diego Leticia,Design de Interfaces Neuromorficas,,2016,,REPROVADO POR FALTA,2
Diego Leticia,Design de Interfaces Neuromorficas,,2017,,REPROVADO POR FALTA,2
Diego Leticia,Design de Joias,Gustavo Martins,2019,,REPROVADO POR FALTA,1
Diego Leticia,Design de Joias,,2015,,REPROVADO POR FALTA,1
Diego Leticia,Design de Joias,,2016,,REPROVADO POR FALTA,1
Diego Leticia,Design de Joias,,2018,,REPROVADO POR FALTA,1
Diego Leticia,Design de Mobiliario,,2014,,APROVADO POR FREQÜÊNCIA,1
Diego Leticia,Design de Visualizacao de Informacoes,,2014,7.5,APROVADO POR MÉDIA,1
Diego Leticia,Design para Longevidade,Marcos Ferreira,2018,,REPROVADO POR FALTA,1
Diego Leticia,Design para Longevidade,Marcos Ferreira,2019,,REPROVADO POR FALTA,1
Diego Leticia,Design para Longevidade,,2014,,REPROVADO POR FALTA,1
Diego Leticia,Design para Longevidade,,2015,,REPROVADO POR FALTA,1
Diego Leticia,Design para Longevidade,,2016,,REPROVADO POR FALTA,1
Diego Leticia,Ergonomia,,2014,,REPROVADO POR FALTA,2
Diego Leticia,Ergonomia,,2015,,REPROVADO POR FALTA,2
Diego Leticia,Ergonomia,,2016,8.25,APROVADO POR MÉDIA,2
Diego Leticia,Gamificacao,,2015,4.1,REPROVADO,1
Diego Leticia,Gamificacao,,2016,,REPROVADO POR FALTA,1
Diego Leticia,Gamificacao,,2017,,REPROVADO POR FALTA,1
Diego Leticia,Identidade Visual,,2014,5.63,APROVADO,1
Diego Leticia,Interacao Tangivel,Gustavo Martins,2018,,REPROVADO POR FALTA,2
Diego Leticia,SemiÃ³tica,,2017,,REPROVADO POR FALTA,2
Diego Leticia,Storytelling Visual,,2014,5.88,APROVADO,1
Diego Leticia,Teoria do Design,,2017,,REPROVADO POR FALTA,2
Diego Leticia,,-----------,,,,
Eduardo Diego,Branding,,2012,7.1,APROVADO POR MÉDIA,1
Eduardo Diego,Computacao Grafica,,2011,7.5,APROVADO POR MÉDIA,1
Eduardo Diego,DESLIGAMENTO,,2013,,,1
Eduardo Diego,Design Colaborativo,,2011,9.55,APROVADO POR MÉDIA,1
Eduardo Diego,Design Experimental,,2012,7.0,APROVADO POR MÉDIA,2
Eduardo Diego,Design Parametrico,,2012,7.15,APROVADO POR MÉDIA,2
Eduardo Diego,Design de Aprendizado,,2011,7.5,APROVADO POR MÉDIA,2
Eduardo Diego,Design de Experiencia em Museus,,2011,9.5,APROVADO POR MÉDIA,2
Eduardo Diego,Design de Interacao em Tempo Real,,2012,8.0,APROVADO POR MÉDIA,2
Eduardo Diego,Design de Interfaces Neuromorficas,,2011,8.25,APROVADO POR MÉDIA,2
Eduardo Diego,Design de Joias,,2012,9.1,APROVADO POR MÉDIA,1
Eduardo Diego,Design de Mobiliario,,2011,,APROVADO POR FREQÜÊNCIA,1
Eduardo Diego,Design de Tecnologia Vestivel (Wearable),,2011,8.35,APROVADO POR MÉDIA,2
Eduardo Diego,Design de Visualizacao de Informacoes,,2011,5.4,APROVADO,1
Eduardo Diego,Design para Longevidade,,2011,8.5,APROVADO POR MÉDIA,1
Eduardo Diego,Ergonomia,,2011,7.5,APROVADO POR MÉDIA,2
Eduardo Diego,Gamificacao,,2012,8.5,APROVADO POR MÉDIA,1
Eduardo Diego,Identidade Visual,,2011,7.5,APROVADO POR MÉDIA,1
Eduardo Diego,Impressao 3D,,2012,6.18,APROVADO,1
Eduardo Diego,Manipulacao de Imagem,,2012,7.7,APROVADO POR MÉDIA,1
Eduardo Diego,Marketing de Produto,,2012,8.0,APROVADO POR MÉDIA,1
Eduardo Diego,Projeto Integrado,,2011,7.53,APROVADO,2
Eduardo Diego,Prototipagem em Papel,,2012,8.88,APROVADO POR MÉDIA,2
Eduardo Diego,Storytelling Visual,,2011,8.0,APROVADO POR MÉDIA,1
Eduardo Diego,Tipografia,,2012,7.8,APROVADO POR MÉDIA,1
Elisa Alice,Computacao Grafica,,2008,,REPROVADO POR FALTA,2
Elisa Alice,DESVINCULADO,,2010,,,1
Elisa Alice,Design Colaborativo,,2008,,REPROVADO POR FALTA,2
Elisa Alice,Design de Mobiliario,,2008,,REPROVADO POR FALTA,2
Elisa Alice,Design de Visualizacao de Informacoes,,2008,,REPROVADO POR FALTA,2
Elisa Alice,Design para Longevidade,,2008,,REPROVADO POR FALTA,2
Elisa Alice,Identidade Visual,,2008,,REPROVADO POR FALTA,2
Elisa Alice,Storytelling Visual,,2008,,REPROVADO POR FALTA,2
Elisa Valentina,Computacao Grafica,,2016,8.25,APROVADO POR MÉDIA,1
Elisa Valentina,Cultura Visual,,2016,,REPROVADO POR FALTA,2
Elisa Valentina,Cultura Visual,,2017,,REPROVADO POR FALTA,2
Elisa Valentina,DESVINCULADO,,2010,,,1
Elisa Valentina,DESVINCULADO,,2018,,,1
Elisa Valentina,Design Colaborativo,,2009,,REPROVADO POR FALTA,2
Elisa Valentina,Design Colaborativo,,2016,2.5,REPROVADO,1
Elisa Valentina,Design Colaborativo,,2017,,REPROVADO POR FALTA,1
Elisa Valentina,Design de Mobiliario,,2009,,REPROVADO POR FALTA,2
Elisa Valentina,Design de Mobiliario,,2016,,REPROVADO POR FALTA,1
Elisa Valentina,Design de Mobiliario,,2017,,REPROVADO POR FALTA,1
Elisa Valentina,Design de Visualizacao de Informacoes,,2009,,REPROVADO POR FALTA,2
Elisa Valentina,Design de Visualizacao de Informacoes,,2016,,REPROVADO POR FALTA,1
Elisa Valentina,Design de Visualizacao de Informacoes,,2017,,REPROVADO POR FALTA,1
Elisa Valentina,Design para Longevidade,,2009,,REPROVADO POR FALTA,2
