nome,disciplina,nome_Docente,ano,nota,situacao,semestre
Bruno Gustavo,Branding,,2011,7.05,APROVADO POR MÉDIA,2
Bruno Gustavo,Computacao Grafica,,2010,8.5,APROVADO POR MÉDIA,1
Bruno Gustavo,Comunicacao Visual,,2014,6.88,APROVADO,2
Bruno Gustavo,Cultura Visual,,2012,8.25,APROVADO POR MÉDIA,2
Bruno Gustavo,DISCIPLINA,,ANO,NOTA FINAL,SITUAÇÃO CONCEITO,"SE
MES
TRE"
Bruno Gustavo,Design Biomimetico,,2013,8.5,APROVADO POR MÉDIA,2
Bruno Gustavo,Design Cenico,,2014,5.94,APROVADO,2
Bruno Gustavo,Design Cibernetico,,2013,8.0,APROVADO POR MÉDIA,2
Bruno Gustavo,Design Colaborativo,,2010,2.15,REPROVADO,1
Bruno Gustavo,Design Colaborativo,,2010,2.8,REPROVADO,2
Bruno Gustavo,Design Colaborativo,,2011,5.0,APROVADO,1
Bruno Gustavo,Design Computacional,,2014,5.6,APROVADO,1
Bruno Gustavo,Design Digital,,2014,8.1,APROVADO POR MÉDIA,1
Bruno Gustavo,Design Experimental,,2014,9.0,APROVADO POR MÉDIA,1
Bruno Gustavo,Design Parametrico,,2012,4.2,REPROVADO,1
Bruno Gustavo,Design Parametrico,,2012,5.15,APROVADO,2
Bruno Gustavo,Design Sonoro,,2015,7.5,APROVADO POR MÉDIA,1
Bruno Gustavo,Design Thinking,,2011,7.0,APROVADO POR MÉDIA,2
Bruno Gustavo,Design de Aprendizado,,2011,6.25,APROVADO,2
Bruno Gustavo,Design de Apresentacoes,,2013,8.0,APROVADO POR MÉDIA,2
Bruno Gustavo,Design de Espacos Virtuais,,2012,7.0,APROVADO POR MÉDIA,1
Bruno Gustavo,Design de Experiencia em Museus,,2011,4.0,REPROVADO,1
Bruno Gustavo,Design de Experiencia em Museus,,2011,7.5,APROVADO POR MÉDIA,2
Bruno Gustavo,Design de Impacto Social,,2015,9.25,APROVADO POR MÉDIA,1
Bruno Gustavo,Design de Impressao e Publicacao,,2015,9.75,APROVADO POR MÉDIA,1
Bruno Gustavo,Design de Interacao Corporal,,2014,7.5,APROVADO POR MÉDIA,1
Bruno Gustavo,Design de Interacao Cultural,,2013,5.13,APROVADO,2
Bruno Gustavo,Design de Interacao Tangivel,,2015,6.75,APROVADO,1
Bruno Gustavo,Design de Interacao em Tempo Real,,2012,7.0,APROVADO POR MÉDIA,1
Bruno Gustavo,Design de Interfaces Neuromorficas,,2011,,REPROVADO POR FALTA,1
Bruno Gustavo,Design de Interfaces Neuromorficas,,2011,,REPROVADO POR FALTA,2
Bruno Gustavo,Design de Interfaces Neuromorficas,,2012,4.85,REPROVADO,1
Bruno Gustavo,Design de Interfaces Neuromorficas,,2012,6.05,APROVADO,2
Bruno Gustavo,Design de Joias,,2011,9.25,APROVADO POR MÉDIA,1
Bruno Gustavo,Design de Mobiliario,,2010,,APROVADO POR FREQÜÊNCIA,1
Bruno Gustavo,Design de Moda,,2014,9.5,APROVADO POR MÉDIA,2
Bruno Gustavo,Design de Narrativa Espacial,,2014,9.0,APROVADO POR MÉDIA,1
Bruno Gustavo,Design de Produto,,2014,9.8,APROVADO POR MÉDIA,1
Bruno Gustavo,Design de Realidade Aumentada (AR) e Virtual (VR),,2011,7.65,APROVADO POR MÉDIA,2
Bruno Gustavo,Design de Redes Sociais,,2014,7.0,APROVADO POR MÉDIA,2
Bruno Gustavo,Design de Tecnologia Vestivel (Wearable),,2011,7.05,APROVADO POR MÉDIA,2
Bruno Gustavo,Design de Visualizacao de Informacoes,,2010,2.0,REPROVADO,1
Bruno Gustavo,Design de Visualizacao de Informacoes,,2010,7.25,APROVADO POR MÉDIA,2
Bruno Gustavo,Design para Longevidade,,2010,7.0,APROVADO POR MÉDIA,1
Bruno Gustavo,Ecodesign,,2012,8.0,APROVADO POR MÉDIA,2
Bruno Gustavo,Ergonomia,,2010,7.0,APROVADO POR MÉDIA,2
Bruno Gustavo,Etica em Design,,2014,8.5,APROVADO POR MÉDIA,2
Bruno Gustavo,FORMADO,,2015,,,2
Bruno Gustavo,Gamificacao,,2010,9.5,APROVADO POR MÉDIA,2
Bruno Gustavo,Gestao de Marcas,,2013,5.0,APROVADO,2
Bruno Gustavo,INTEGRALIZADO,,2015,,,1
Bruno Gustavo,Identidade Visual,,2010,9.15,APROVADO POR MÉDIA,1
Bruno Gustavo,Impressao 3D,,2013,7.38,APROVADO POR MÉDIA,1
Bruno Gustavo,Interacao Tangivel,,2012,9.0,APROVADO POR MÉDIA,2
Bruno Gustavo,Manipulacao de Imagem,,2013,6.85,APROVADO,1
Bruno Gustavo,Marketing de Produto,,2013,5.38,APROVADO,1
Bruno Gustavo,Projeto Integrado,,2011,,REPROVADO POR FALTA,2
Bruno Gustavo,Projeto Integrado,,2012,2.17,REPROVADO,1
Bruno Gustavo,Projeto Integrado,,2012,5.82,APROVADO,2
Bruno Gustavo,Prototipagem em Papel,,2013,8.13,APROVADO POR MÉDIA,2
Bruno Gustavo,SemiÃ³tica,,2014,1.5,REPROVADO,2
Bruno Gustavo,SemiÃ³tica,,2015,5.0,APROVADO,1
Bruno Gustavo,Storytelling Visual,,2010,7.0,APROVADO POR MÉDIA,1
Bruno Gustavo,Tecnicas de Iluminacao,,2015,8.0,APROVADO POR MÉDIA,1
Bruno Gustavo,Teoria da Cor,,2015,9.0,APROVADO POR MÉDIA,1
Bruno Gustavo,Teoria do Design,,2014,7.9,APROVADO POR MÉDIA,1
Bruno Gustavo,Tipografia,,2012,2.9,REPROVADO,1
Bruno Gustavo,Tipografia,,2012,3.6,REPROVADO,2
Bruno Gustavo,Tipografia,,2013,5.6,APROVADO,1
Camila Isabela,Branding,,2006,7.0,APROVADO POR MÉDIA,1
Camila Isabela,Computacao Grafica,,2005,8.2,APROVADO POR MÉDIA,1
Camila Isabela,Comunicacao Visual,,2008,8.65,APROVADO POR MÉDIA,1
Camila Isabela,Cultura Visual,,2007,8.75,APROVADO POR MÉDIA,2
Camila Isabela,DISCIPLINA,,ANO,NOTA FINAL,SITUAÇÃO CONCEITO,"SE
MES
TRE"
Camila Isabela,Design Biomimetico,,2008,8.5,APROVADO POR MÉDIA,1
Camila Isabela,Design Cenico,,2007,8.25,APROVADO POR MÉDIA,2
Camila Isabela,Design Cibernetico,,2006,8.05,APROVADO POR MÉDIA,2
Camila Isabela,Design Colaborativo,,2005,10.0,APROVADO POR MÉDIA,1
Camila Isabela,Design Computacional,,2007,8.5,APROVADO POR MÉDIA,1
Camila Isabela,Design Digital,,2007,7.2,APROVADO POR MÉDIA,2
Camila Isabela,Design Experimental,,2007,9.05,APROVADO POR MÉDIA,1
Camila Isabela,Design Parametrico,,2007,8.4,APROVADO POR MÉDIA,1
Camila Isabela,Design Thinking,,2007,8.0,APROVADO POR MÉDIA,1
Camila Isabela,Design de Aprendizado,,2005,8.75,APROVADO POR MÉDIA,2
Camila Isabela,Design de Apresentacoes,,2007,8.75,APROVADO POR MÉDIA,2
Camila Isabela,Design de Espacos Virtuais,,2007,7.6,APROVADO POR MÉDIA,1
Camila Isabela,Design de Experiencia em Museus,,2005,9.25,APROVADO POR MÉDIA,2
Camila Isabela,Design de Impacto Social,,2008,9.5,APROVADO POR MÉDIA,1
Camila Isabela,Design de Impressao e Publicacao,,2008,8.0,APROVADO POR MÉDIA,1
Camila Isabela,Design de Interacao Corporal,,2007,9.25,APROVADO POR MÉDIA,1
Camila Isabela,Design de Interacao Cultural,,2006,8.0,APROVADO,2
Camila Isabela,Design de Interacao Tangivel,,2008,8.5,APROVADO POR MÉDIA,2
Camila Isabela,Design de Interacao em Tempo Real,,2006,8.65,APROVADO POR MÉDIA,2
Camila Isabela,Design de Interfaces Neuromorficas,,2005,7.9,APROVADO POR MÉDIA,2
Camila Isabela,Design de Joias,,2006,7.0,APROVADO POR MÉDIA,1
Camila Isabela,Design de Mobiliario,,2005,10.0,APROVADO POR MÉDIA,1
Camila Isabela,Design de Moda,,2007,8.1,APROVADO POR MÉDIA,2
Camila Isabela,Design de Narrativa Espacial,,2007,9.9,APROVADO POR MÉDIA,1
Camila Isabela,Design de Produto,,2006,7.0,APROVADO POR MÉDIA,2
Camila Isabela,Design de Realidade Aumentada (AR) e Virtual (VR),,2006,8.5,APROVADO POR MÉDIA,2
Camila Isabela,Design de Redes Sociais,,2008,8.7,APROVADO POR MÉDIA,1
Camila Isabela,Design de Tecnologia Vestivel (Wearable),,2005,9.55,APROVADO POR MÉDIA,2
Camila Isabela,Design de Visualizacao de Informacoes,,2005,8.75,APROVADO POR MÉDIA,1
Camila Isabela,Design para Longevidade,,2005,9.75,APROVADO POR MÉDIA,1
Camila Isabela,Ecodesign,,2006,8.0,APROVADO POR MÉDIA,2
Camila Isabela,Ergonomia,,2005,9.0,APROVADO POR MÉDIA,2
Camila Isabela,Etica em Design,,2007,8.0,APROVADO POR MÉDIA,2
Camila Isabela,FORMADO,,2008,,,2
Camila Isabela,Gamificacao,,2006,9.0,APROVADO POR MÉDIA,1
