nome,disciplina,nome_docente,ano,nota,situacao,semestre
Alana Amanda,Computacao Grafica,,2007,8.0,APROVADO POR MÉDIA,2
Alana Amanda,DESVINCULADO,,2010,,,1
Alana Amanda,Design Colaborativo,,2007,2.13,REPROVADO,2
Alana Amanda,Design Colaborativo,,2008,,REPROVADO POR FALTA,1
Alana Amanda,Design de Mobiliario,,2007,10.0,APROVADO POR MÉDIA,2
Alana Amanda,Design de Visualizacao de Informacoes,,2007,,REPROVADO POR FALTA,2
Alana Amanda,Design de Visualizacao de Informacoes,,2008,0.0,REPROVADO,1
Alana Amanda,Design para Longevidade,,2007,7.0,APROVADO POR MÉDIA,2
Alana Amanda,Identidade Visual,,2007,8.5,APROVADO POR MÉDIA,2
Alana Amanda,Storytelling Visual,,2007,7.0,APROVADO POR MÉDIA,2
Alana Amanda,TRANCAMENTO,,2008,,,2
Alice Isadora,Branding,,2009,,REPROVADO POR FALTA,1
Alice Isadora,Computacao Grafica,,2008,9.0,APROVADO POR MÉDIA,1
Alice Isadora,DESLIGAMENTO,,2011,,,1
Alice Isadora,Design Colaborativo,,2008,5.88,APROVADO,1
Alice Isadora,Design de Aprendizado,,2008,5.25,APROVADO,2
Alice Isadora,Design de Experiencia em Museus,,2008,8.5,APROVADO POR MÉDIA,2
Alice Isadora,Design de Interfaces Neuromorficas,,2008,8.4,APROVADO POR MÉDIA,2
Alice Isadora,Design de Joias,,2009,,REPROVADO POR FALTA,1
Alice Isadora,Design de Mobiliario,,2008,9.0,APROVADO POR MÉDIA,1
Alice Isadora,Design de Tecnologia Vestivel (Wearable),,2008,9.1,APROVADO POR MÉDIA,2
Alice Isadora,Design de Visualizacao de Informacoes,,2008,7.25,APROVADO POR MÉDIA,1
Alice Isadora,Design para Longevidade,,2008,5.0,APROVADO,1
Alice Isadora,Ecodesign,,2009,,REPROVADO POR FALTA,1
Alice Isadora,Ergonomia,,2008,8.65,APROVADO POR MÉDIA,2
Alice Isadora,Gamificacao,,2009,,REPROVADO POR FALTA,1
Alice Isadora,Identidade Visual,,2008,8.75,APROVADO POR MÉDIA,1
Alice Isadora,Impressao 3D,,2009,,REPROVADO POR FALTA,1
Alice Isadora,Projeto Integrado,,2008,2.15,REPROVADO,2
Alice Isadora,Projeto Integrado,,2009,,REPROVADO POR FALTA,1
Alice Isadora,Storytelling Visual,,2008,7.0,APROVADO POR MÉDIA,1
Alice Isadora,Tipografia,,2009,,REPROVADO POR FALTA,1
