nome,disciplina,nome_docente,ano,nota,situacao,semestre
Alana Luciana,Design Editorial,Gustavo Martins,2023,2.65,REPROVADO,1
Alana Luciana,Design Estrategico,,2023,,CURSANDO,2
Alana Luciana,Design Sustentavel,,2023,,CURSANDO,2
Alana Luciana,Design de Embalagens,Carla Souza,2023,4.22,REPROVADO,1
Alana Luciana,Design de Instrumentos Musicais,,2023,,CURSANDO,2
Alana Luciana,Design de Intervencao,Joao Silva,2023,8.85,APROVADO POR MÉDIA,1
Alana Luciana,Design de Mobiliario Urbano,Marcos Ferreira,2023,7.3,APROVADO POR MÉDIA,1
Alana Luciana,Fabricacao Digital,Pedro Oliveira,2023,9.0,APROVADO POR MÉDIA,1
Alana Luciana,Principios de Design,Patricia Nunes,2023,1.63,REPROVADO,1
Alana Luciana,Visualizacao de Dados,,2023,,CURSANDO,2
Beatriz Amanda,DESLIGAMENTO,,2011,,,1
Bruna Fernando,Branding,,2014,7.8,APROVADO POR MÉDIA,2
Bruna Fernando,Computacao Grafica,,2013,10.0,APROVADO POR MÉDIA,2
Bruna Fernando,Comunicacao Visual,,2016,8.0,APROVADO POR MÉDIA,2
Bruna Fernando,Cultura Visual,,2016,9.0,APROVADO POR MÉDIA,1
Bruna Fernando,DISCIPLINA,,ANO,NOTA FINAL,SITUAÇÃO CONCEITO,"SE
MES
TRE"
Bruna Fernando,Design Biomimetico,,2017,10.0,APROVADO POR MÉDIA,1
Bruna Fernando,Design Cenico,,2016,9.6,APROVADO POR MÉDIA,1
Bruna Fernando,Design Cibernetico,,2015,8.75,APROVADO POR MÉDIA,1
Bruna Fernando,Design Colaborativo,,2013,9.65,APROVADO POR MÉDIA,2
Bruna Fernando,Design Computacional,,2015,9.25,APROVADO POR MÉDIA,2
Bruna Fernando,Design Digital,,2016,8.93,APROVADO POR MÉDIA,1
Bruna Fernando,Design Experimental,,2015,10.0,APROVADO POR MÉDIA,2
Bruna Fernando,Design Parametrico,,2015,7.0,APROVADO POR MÉDIA,2
Bruna Fernando,Design Sonoro,,2015,8.25,APROVADO POR MÉDIA,2
Bruna Fernando,Design Thinking,,2015,9.5,APROVADO POR MÉDIA,2
Bruna Fernando,Design de Aprendizado,,2014,7.1,APROVADO POR MÉDIA,1
Bruna Fernando,Design de Apresentacoes,,2016,9.5,APROVADO POR MÉDIA,1
Bruna Fernando,Design de Espacos Virtuais,,2015,5.75,APROVADO,2
Bruna Fernando,Design de Experiencia em Museus,,2014,9.88,APROVADO POR MÉDIA,1
Bruna Fernando,Design de Interacao Corporal,,2015,5.0,APROVADO,2
Bruna Fernando,Design de Interacao Cultural,,2015,8.75,APROVADO POR MÉDIA,1
Bruna Fernando,Design de Interacao Tangivel,,2016,10.0,APROVADO POR MÉDIA,2
Bruna Fernando,Design de Interacao em Tempo Real,,2015,9.0,APROVADO POR MÉDIA,1
Bruna Fernando,Design de Interfaces Neuromorficas,,2014,7.25,APROVADO,1
Bruna Fernando,Design de Joias,,2014,9.25,APROVADO POR MÉDIA,2
Bruna Fernando,Design de Mobiliario,,2013,,APROVADO POR FREQÜÊNCIA,2
Bruna Fernando,Design de Moda,,2017,9.0,APROVADO POR MÉDIA,1
Bruna Fernando,Design de Narrativa Espacial,,2015,9.5,APROVADO POR MÉDIA,2
Bruna Fernando,Design de Produto,,2015,7.75,APROVADO POR MÉDIA,1
Bruna Fernando,Design de Realidade Aumentada (AR) e Virtual (VR),,2015,9.0,APROVADO POR MÉDIA,1
Bruna Fernando,Design de Realidade Hibrida,,2016,9.25,APROVADO POR MÉDIA,1
Bruna Fernando,Design de Redes Sociais,,2016,7.22,APROVADO,2
Bruna Fernando,Design de Tecnologia Vestivel (Wearable),,2014,8.5,APROVADO POR MÉDIA,1
Bruna Fernando,Design de Visualizacao de Informacoes,,2013,9.75,APROVADO POR MÉDIA,2
Bruna Fernando,Design para Longevidade,,2013,9.75,APROVADO POR MÉDIA,2
Bruna Fernando,Ecodesign,,2015,8.5,APROVADO POR MÉDIA,1
Bruna Fernando,Ergonomia,,2014,6.5,APROVADO,1
Bruna Fernando,Etica em Design,,2016,10.0,APROVADO POR MÉDIA,1
Bruna Fernando,FORMADO,,2017,,,2
Bruna Fernando,Gamificacao,,2014,9.5,APROVADO POR MÉDIA,2
Bruna Fernando,Gestao de Marcas,,2016,8.88,APROVADO POR MÉDIA,1
Bruna Fernando,INTEGRALIZADO,,2017,,,1
Bruna Fernando,Identidade Visual,,2013,9.75,APROVADO POR MÉDIA,2
Bruna Fernando,Impressao 3D,,2014,8.0,APROVADO POR MÉDIA,2
Bruna Fernando,Interacao Tangivel,,2016,9.5,APROVADO POR MÉDIA,1
Bruna Fernando,Manipulacao de Imagem,,2014,8.0,APROVADO POR MÉDIA,2
Bruna Fernando,Marketing de Produto,,2014,9.32,APROVADO POR MÉDIA,2
Bruna Fernando,Materiais e Processos,,2016,8.0,APROVADO POR MÉDIA,2
Bruna Fernando,Projeto Integrado,,2014,8.5,APROVADO POR MÉDIA,1
Bruna Fernando,Prototipagem em Papel,,2015,9.75,APROVADO POR MÉDIA,1
Bruna Fernando,SemiÃ³tica,,2016,7.0,APROVADO POR MÉDIA,1
Bruna Fernando,Storytelling Visual,,2013,8.7,APROVADO POR MÉDIA,2
Bruna Fernando,Tecnicas de Iluminacao,,2017,9.5,APROVADO POR MÉDIA,1
Bruna Fernando,Teoria da Cor,,2016,8.5,APROVADO POR MÉDIA,2
Bruna Fernando,Teoria do Design,,2016,9.5,APROVADO POR MÉDIA,2
Bruna Fernando,Tipografia,,2014,9.0,APROVADO POR MÉDIA,2
Caio Vinicius,Branding,,2006,7.0,APROVADO POR MÉDIA,1
Caio Vinicius,Computacao Grafica,,2005,10.0,APROVADO POR MÉDIA,1
Caio Vinicius,Comunicacao Visual,,2008,9.0,APROVADO POR MÉDIA,1
Caio Vinicius,Cultura Visual,,2007,9.4,APROVADO POR MÉDIA,2
Caio Vinicius,DISCIPLINA,,ANO,NOTA FINAL,SITUAÇÃO CONCEITO,"SE
MES
TRE"
Caio Vinicius,Design Biofilico,,2008,9.5,APROVADO POR MÉDIA,2
Caio Vinicius,Design Biomimetico,,2008,9.5,APROVADO POR MÉDIA,1
Caio Vinicius,Design Cenico,,2007,7.0,APROVADO POR MÉDIA,2
Caio Vinicius,Design Cibernetico,,2006,5.88,APROVADO,2
Caio Vinicius,Design Colaborativo,,2005,7.0,APROVADO POR MÉDIA,1
Caio Vinicius,Design Computacional,,2007,9.0,APROVADO POR MÉDIA,1
