nome,disciplina,nome_Docente,ano,nota,situacao,semestre
Alana Juliana,Branding,Rafaela Gomes,2021,4.08,REPROVADO,1
Alana Juliana,Branding,,2022,7.0,APROVADO POR MÉDIA,1
Alana Juliana,Computacao Grafica,Marcos Ferreira,2020,7.5,APROVADO POR MÉDIA,1
Alana Juliana,Comunicacao Visual,Luiz Pereira,2023,7.0,APROVADO POR MÉDIA,1
Alana Juliana,Cultura Visual,Patricia Nunes,2022,7.1,APROVADO POR MÉDIA,2
Alana Juliana,DISCIPLINA,,ANO,NOTA FINAL,SITUAÇÃO CONCEITO,"SE
MES
TRE"
Alana Juliana,"Design Biomimetico

(DOUTORADO).",Carla Souza,2022,9.0,APROVADO POR MÉDIA,2
Alana Juliana,Design Cibernetico,Joao Silva,2021,9.75,APROVADO POR MÉDIA,2
Alana Juliana,Design Colaborativo,Fernanda Lima,2020,7.1,APROVADO POR MÉDIA,3
Alana Juliana,Design Computacional,Maria Santos,2022,7.35,APROVADO POR MÉDIA,1
Alana Juliana,Design Digital,,2023,,CURSANDO,2
Alana Juliana,Design Experimental,Rafaela Gomes,2022,8.5,APROVADO POR MÉDIA,1
Alana Juliana,Design Thinking,Joao Silva,2022,8.5,APROVADO POR MÉDIA,1
Alana Juliana,Design de Aprendizado,Ana Costa,2020,7.0,APROVADO POR MÉDIA,2
Alana Juliana,Design de Apresentacoes,Diego Cardoso,2023,10.0,APROVADO POR MÉDIA,1
Alana Juliana,Design de Espacos Virtuais,,2022,9.25,APROVADO POR MÉDIA,1
Alana Juliana,Design de Experiencia em Museus,Pedro Oliveira,2020,5.65,APROVADO,2
Alana Juliana,Design de Interacao Corporal,Fernanda Lima,2022,9.0,APROVADO POR MÉDIA,1
Alana Juliana,Design de Interacao Cultural,Gustavo Martins,2021,7.5,APROVADO POR MÉDIA,2
Alana Juliana,Design de Interacao Social,,2023,,CURSANDO,2
Alana Juliana,Design de Interacao em Tempo Real,Pedro Oliveira,2021,8.5,APROVADO POR MÉDIA,2
Alana Juliana,Design de Interfaces Neuromorficas,Marcos Ferreira,2020,8.0,APROVADO POR MÉDIA,2
Alana Juliana,Design de Joias,Gustavo Martins,2021,9.0,APROVADO POR MÉDIA,1
Alana Juliana,Design de Mobiliario,Fernanda Lima,2020,8.82,APROVADO POR MÉDIA,1
Alana Juliana,Design de Narrativa Espacial,Ana Costa,2023,9.25,APROVADO POR MÉDIA,1
Alana Juliana,Design de Produto,,2022,4.38,REPROVADO,2
Alana Juliana,Design de Realidade Aumentada (AR) e Virtual (VR),Juliana Rodrigues,2021,8.0,APROVADO POR MÉDIA,2
Alana Juliana,Design de Tecnologia Vestivel (Wearable),Andre Almeida,2020,8.45,APROVADO POR MÉDIA,2
Alana Juliana,Design de Visualizacao de Informacoes,Andre Almeida,2020,8.8,APROVADO POR MÉDIA,1
Alana Juliana,Design para Longevidade,Marcos Ferreira,2020,9.98,APROVADO POR MÉDIA,1
Alana Juliana,Ecodesign,Diego Cardoso,2021,8.8,APROVADO POR MÉDIA,2
Alana Juliana,Ergonomia,Pedro Oliveira,2020,7.0,APROVADO POR MÉDIA,2
Alana Juliana,Gamificacao,Luiz Pereira,2021,8.25,APROVADO POR MÉDIA,1
Alana Juliana,Gestao de Marcas,Maria Santos,2022,5.0,APROVADO,2
Alana Juliana,Identidade Visual,Joao Silva,2020,9.5,APROVADO POR MÉDIA,3
Alana Juliana,Impressao 3D,Marcos Ferreira,2021,7.25,APROVADO POR MÉDIA,1
Alana Juliana,Interacao Tangivel,Gustavo Martins,2022,9.0,APROVADO POR MÉDIA,2
Alana Juliana,Manipulacao de Imagem,Diego Cardoso,2021,,REPROVADO POR FALTA,1
Alana Juliana,Marketing de Produto,Carla Souza,2021,8.75,APROVADO POR MÉDIA,1
Alana Juliana,Projeto Integrado,Fernanda Lima,2020,8.1,APROVADO POR MÉDIA,2
Alana Juliana,Prototipagem em Papel,Juliana Rodrigues,2021,8.5,APROVADO POR MÉDIA,2
Alana Juliana,Storytelling Visual,Maria Santos,2020,9.0,APROVADO POR MÉDIA,3
Alana Juliana,Teoria do Design,Marcos Ferreira,2023,9.5,APROVADO POR MÉDIA,1
Alana Juliana,Tipografia,Joao Silva,2021,,REPROVADO POR FALTA,1
Alana Juliana,,-----------,,,,
Alice Jose,Computacao Grafica,,2005,8.0,APROVADO POR MÉDIA,2
Alice Jose,DESVINCULADO,,2006,,,2
Alice Jose,Design Colaborativo,,2005,2.2,REPROVADO,2
Alice Jose,Design Colaborativo,,2006,,REPROVADO POR FALTA,1
Alice Jose,Design de Mobiliario,,2005,,APROVADO POR FREQÜÊNCIA,2
Alice Jose,Design de Visualizacao de Informacoes,,2005,2.05,REPROVADO,2
Alice Jose,Design de Visualizacao de Informacoes,,2006,,REPROVADO POR FALTA,1
Alice Jose,Design para Longevidade,,2005,,REPROVADO POR FALTA,2
Alice Jose,Design para Longevidade,,2006,,REPROVADO POR FALTA,1
Alice Jose,Gamificacao,,2006,,REPROVADO POR FALTA,1
Alice Jose,Identidade Visual,,2005,,REPROVADO POR FALTA,2
Alice Jose,Storytelling Visual,,2005,,REPROVADO POR FALTA,2
Alice Jose,Storytelling Visual,,2006,,REPROVADO POR FALTA,1
Bruno Michele,Computacao Grafica,,2013,,REPROVADO POR FALTA,2
Bruno Michele,DESVINCULADO,,2014,,,2
Bruno Michele,Design Colaborativo,,2013,,REPROVADO POR FALTA,2
Bruno Michele,Design de Mobiliario,,2013,,REPROVADO POR FALTA,2
Bruno Michele,Design de Visualizacao de Informacoes,,2013,,REPROVADO POR FALTA,2
Bruno Michele,Design de Visualizacao de Informacoes,,2014,,REPROVADO POR FALTA,1
Bruno Michele,Design para Longevidade,,2013,,REPROVADO POR FALTA,2
Bruno Michele,Ergonomia,,2014,,REPROVADO POR FALTA,1
Bruno Michele,Identidade Visual,,2013,,REPROVADO POR FALTA,2
Bruno Michele,Storytelling Visual,,2013,,REPROVADO POR FALTA,2
Eduarda Rodrigo,Branding,,2015,6.22,APROVADO,1
Eduarda Rodrigo,Computacao Grafica,,2014,8.25,APROVADO POR MÉDIA,1
Eduarda Rodrigo,DESLIGAMENTO,,2017,,,1
Eduarda Rodrigo,Design Cibernetico,,2015,,REPROVADO POR FALTA,2
Eduarda Rodrigo,Design Colaborativo,,2014,8.0,APROVADO POR MÉDIA,1
Eduarda Rodrigo,Design Thinking,,2015,,REPROVADO POR FALTA,2
Eduarda Rodrigo,Design Thinking,,2016,,REPROVADO POR FALTA,1
Eduarda Rodrigo,Design de Aprendizado,,2014,4.32,REPROVADO,2
Eduarda Rodrigo,Design de Experiencia em Museus,,2014,5.0,APROVADO,2
