nome,disciplina,nome_Docente,ano,nota,situacao,semestre
Alice Cecilia,Design Editorial,Gustavo Martins,2023,3.25,REPROVADO,1
Alice Cecilia,Design Estrategico,,2023,,CURSANDO,2
Alice Cecilia,Design Sustentavel,,2023,,CURSANDO,2
Alice Cecilia,Design de Embalagens,Carla Souza,2023,5.2,APROVADO,1
Alice Cecilia,Design de Instrumentos Musicais,,2023,,CURSANDO,2
Alice Cecilia,Design de Interacao Emocional,,2023,,CURSANDO,2
Alice Cecilia,Design de Intervencao,Joao Silva,2023,8.75,APROVADO POR MÉDIA,1
Alice Cecilia,Design de Mobiliario Urbano,Marcos Ferreira,2023,9.2,APROVADO POR MÉDIA,1
Alice Cecilia,Fabricacao Digital,Pedro Oliveira,2023,9.4,APROVADO POR MÉDIA,1
Alice Cecilia,Principios de Design,Patricia Nunes,2023,2.75,REPROVADO,1
Alice Cecilia,Visualizacao de Dados,,2023,,CURSANDO,2
Bruna Isadora,Branding,,2015,4.2,REPROVADO,1
Bruna Isadora,Branding,,2016,8.5,APROVADO POR MÉDIA,1
Bruna Isadora,Computacao Grafica,,2014,8.5,APROVADO POR MÉDIA,1
Bruna Isadora,Cultura Visual,,2016,,REPROVADO POR FALTA,2
Bruna Isadora,Cultura Visual,,2017,,REPROVADO POR FALTA,2
Bruna Isadora,DESVINCULADO,,2018,,,2
Bruna Isadora,DISCIPLINA,,ANO,NOTA FINAL,SITUAÇÃO CONCEITO,"SE
MES
TRE"
Bruna Isadora,Design Biomimetico,,2017,,REPROVADO POR FALTA,2
Bruna Isadora,Design Colaborativo,,2014,2.03,REPROVADO,1
Bruna Isadora,Design Colaborativo,,2014,5.53,APROVADO,2
Bruna Isadora,Design Thinking,,2015,7.75,APROVADO POR MÉDIA,2
Bruna Isadora,Design de Experiencia em Museus,,2014,5.05,APROVADO,2
Bruna Isadora,Design de Interacao Tangivel,,2017,,REPROVADO POR FALTA,2
Bruna Isadora,Design de Interfaces Neuromorficas,,2014,7.0,APROVADO POR MÉDIA,2
Bruna Isadora,Design de Joias,,2015,3.33,REPROVADO,1
Bruna Isadora,Design de Joias,,2016,4.2,REPROVADO,1
Bruna Isadora,Design de Joias,,2017,3.97,REPROVADO,1
Bruna Isadora,Design de Mobiliario,,2014,,APROVADO POR FREQÜÊNCIA,1
Bruna Isadora,Design de Produto,,2017,,REPROVADO POR FALTA,2
Bruna Isadora,Design de Tecnologia Vestivel (Wearable),,2015,5.03,APROVADO,2
Bruna Isadora,Design de Visualizacao de Informacoes,,2014,8.0,APROVADO POR MÉDIA,1
Bruna Isadora,Design para Longevidade,,2014,,REPROVADO POR FALTA,1
Bruna Isadora,Design para Longevidade,,2015,,REPROVADO POR FALTA,1
Bruna Isadora,Design para Longevidade,,2015,,REPROVADO POR FALTA,2
Bruna Isadora,Design para Longevidade,,2016,,REPROVADO POR FALTA,1
Bruna Isadora,Design para Longevidade,,2016,,REPROVADO POR FALTA,2
Bruna Isadora,Design para Longevidade,,2017,2.0,REPROVADO,1
Bruna Isadora,Ecodesign,,2016,,REPROVADO POR FALTA,2
Bruna Isadora,Ecodesign,,2017,,REPROVADO POR FALTA,2
Bruna Isadora,Ergonomia,,2014,,REPROVADO POR FALTA,2
Bruna Isadora,Ergonomia,,2015,1.75,REPROVADO,2
Bruna Isadora,Ergonomia,,2016,9.25,APROVADO POR MÉDIA,2
Bruna Isadora,Gamificacao,,2015,7.15,APROVADO POR MÉDIA,1
Bruna Isadora,Identidade Visual,,2014,8.0,APROVADO POR MÉDIA,1
Bruna Isadora,Impressao 3D,,2015,4.07,REPROVADO,1
Bruna Isadora,Impressao 3D,,2016,,REPROVADO POR FALTA,1
Bruna Isadora,Impressao 3D,,2017,,REPROVADO POR FALTA,1
Bruna Isadora,Interacao Tangivel,,2016,8.0,APROVADO POR MÉDIA,2
Bruna Isadora,Projeto Integrado,,2015,,REPROVADO POR FALTA,2
Bruna Isadora,Projeto Integrado,,2017,,REPROVADO POR FALTA,2
Bruna Isadora,Storytelling Visual,,2014,7.0,APROVADO POR MÉDIA,1
Bruna Isadora,TRANCAMENTO,,2018,,,1
Bruna Isadora,Tipografia,,2015,,REPROVADO POR FALTA,1
Bruna Isadora,Tipografia,,2017,,REPROVADO POR FALTA,1
Bruno Diego,Branding,Rafaela Gomes,2021,8.6,APROVADO POR MÉDIA,1
Bruno Diego,Computacao Grafica,Marcos Ferreira,2020,8.5,APROVADO POR MÉDIA,1
Bruno Diego,Comunicacao Visual,Luiz Pereira,2023,10.0,APROVADO POR MÉDIA,1
Bruno Diego,Cultura Visual,Patricia Nunes,2022,8.15,APROVADO POR MÉDIA,2
Bruno Diego,DISCIPLINA,,ANO,NOTA FINAL,SITUAÇÃO CONCEITO,"SE
MES
TRE"
Bruno Diego,Design Biomimetico,,2023,,CURSANDO,2
Bruno Diego,Design Cenico,Ana Costa,2022,9.13,APROVADO POR MÉDIA,2
Bruno Diego,Design Cibernetico,Joao Silva,2021,8.75,APROVADO POR MÉDIA,2
Bruno Diego,Design Colaborativo,Fernanda Lima,2020,9.65,APROVADO POR MÉDIA,1
Bruno Diego,Design Computacional,Maria Santos,2022,9.3,APROVADO POR MÉDIA,1
Bruno Diego,Design Experimental,Rafaela Gomes,2022,9.0,APROVADO POR MÉDIA,1
Bruno Diego,Design Parametrico,Juliana Rodrigues,2022,7.0,APROVADO POR MÉDIA,1
Bruno Diego,Design Thinking,Joao Silva,2022,10.0,APROVADO POR MÉDIA,1
Bruno Diego,Design de Aprendizado,Ana Costa,2020,8.58,APROVADO POR MÉDIA,2
Bruno Diego,Design de Apresentacoes,Diego Cardoso,2023,8.5,APROVADO POR MÉDIA,1
Bruno Diego,Design de Espacos Virtuais,Pedro Oliveira,2022,10.0,APROVADO POR MÉDIA,1
Bruno Diego,Design de Experiencia em Museus,Pedro Oliveira,2020,8.75,APROVADO POR MÉDIA,2
Bruno Diego,Design de Impacto Social,Rafaela Gomes,2023,10.0,APROVADO POR MÉDIA,1
Bruno Diego,Design de Interacao Corporal,Fernanda Lima,2022,8.5,APROVADO POR MÉDIA,1
Bruno Diego,Design de Interacao Cultural,Gustavo Martins,2021,8.25,APROVADO POR MÉDIA,2
Bruno Diego,Design de Interacao Tangivel,,2023,,CURSANDO,2
Bruno Diego,Design de Interacao em Tempo Real,Pedro Oliveira,2021,7.5,APROVADO POR MÉDIA,2
Bruno Diego,Design de Interfaces Neuromorficas,Marcos Ferreira,2020,9.5,APROVADO POR MÉDIA,2
Bruno Diego,Design de Joias,Gustavo Martins,2021,9.5,APROVADO POR MÉDIA,1
Bruno Diego,Design de Mobiliario,Fernanda Lima,2020,8.9,APROVADO POR MÉDIA,1
Bruno Diego,Design de Moda,Fernanda Lima,2022,9.5,APROVADO POR MÉDIA,2
Bruno Diego,Design de Narrativa Espacial,Ana Costa,2022,9.5,APROVADO POR MÉDIA,1
Bruno Diego,Design de Produto,Carla Souza,2021,7.65,APROVADO POR MÉDIA,2
Bruno Diego,Design de Realidade Aumentada (AR) e Virtual (VR),Juliana Rodrigues,2021,8.0,APROVADO POR MÉDIA,2
Bruno Diego,Design de Realidade Hibrida,,2023,,CURSANDO,2
Bruno Diego,Design de Realidade Simulada,Larissa Vieira,2022,10.0,APROVADO POR MÉDIA,2
Bruno Diego,Design de Redes Sociais,Larissa Vieira,2023,8.84,APROVADO POR MÉDIA,1
Bruno Diego,Design de Tecnologia Vestivel (Wearable),Andre Almeida,2020,9.05,APROVADO POR MÉDIA,2
Bruno Diego,Design de Visualizacao de Informacoes,Andre Almeida,2020,8.5,APROVADO POR MÉDIA,1
Bruno Diego,Design para Longevidade,Marcos Ferreira,2020,9.61,APROVADO POR MÉDIA,1
Bruno Diego,Ecodesign,Diego Cardoso,2021,9.05,APROVADO POR MÉDIA,2
Bruno Diego,Ergonomia,Pedro Oliveira,2020,8.25,APROVADO POR MÉDIA,2
Bruno Diego,Etica em Design,Juliana Rodrigues,2022,8.5,APROVADO POR MÉDIA,2
Bruno Diego,Gamificacao,Luiz Pereira,2021,9.0,APROVADO POR MÉDIA,1
Bruno Diego,Gestao de Marcas,Maria Santos,2022,7.9,APROVADO POR MÉDIA,2
Bruno Diego,Identidade Visual,Joao Silva,2020,9.5,APROVADO POR MÉDIA,1
Bruno Diego,Impressao 3D,Marcos Ferreira,2021,10.0,APROVADO POR MÉDIA,1
Bruno Diego,Interacao Tangivel,Gustavo Martins,2022,9.0,APROVADO POR MÉDIA,2
Bruno Diego,Manipulacao de Imagem,Diego Cardoso,2021,7.63,APROVADO POR MÉDIA,1
Bruno Diego,Marketing de Produto,Carla Souza,2021,10.0,APROVADO POR MÉDIA,1
Bruno Diego,Materiais e Processos,Juliana Rodrigues,2023,10.0,APROVADO POR MÉDIA,1
Bruno Diego,Projeto Integrado,Fernanda Lima,2020,7.0,APROVADO POR MÉDIA,2
Bruno Diego,Prototipagem em Papel,Juliana Rodrigues,2021,9.0,APROVADO POR MÉDIA,2
Bruno Diego,SemiÃ³tica,,2023,,CURSANDO,2
Bruno Diego,Storytelling Visual,Maria Santos,2020,10.0,APROVADO POR MÉDIA,1
Bruno Diego,Tecnicas de Iluminacao,,2023,,CURSANDO,2
Bruno Diego,Teoria da Cor,Ana Costa,2023,8.75,APROVADO POR MÉDIA,1
Bruno Diego,Teoria do Design,Marcos Ferreira,2023,9.57,APROVADO POR MÉDIA,1
Bruno Diego,Tipografia,Joao Silva,2021,7.05,APROVADO POR MÉDIA,1
Camila Alice,DESLIGAMENTO,,2008,,,1
Carolina Matheus,Computacao Grafica,,2013,,REPROVADO POR FALTA,2
Carolina Matheus,DESVINCULADO,,2014,,,1
Carolina Matheus,Design Colaborativo,,2013,,REPROVADO POR FALTA,2
Carolina Matheus,Design de Mobiliario,,2013,,REPROVADO POR FALTA,2
Carolina Matheus,Design de Visualizacao de Informacoes,,2013,,REPROVADO POR FALTA,2
Carolina Matheus,Design para Longevidade,,2013,,REPROVADO POR FALTA,2
Carolina Matheus,Identidade Visual,,2013,,REPROVADO POR FALTA,2
Carolina Matheus,Storytelling Visual,,2013,,REPROVADO POR FALTA,2
Cecilia Emilly,Computacao Grafica,,2010,5.0,APROVADO,1
Cecilia Emilly,Cultura Visual,,2011,7.0,APROVADO POR MÉDIA,1
Cecilia Emilly,DESVINCULADO,,2012,,,1
Cecilia Emilly,Design Colaborativo,,2010,0.25,REPROVADO,1
Cecilia Emilly,Design Colaborativo,,2010,,REPROVADO POR FALTA,2
Cecilia Emilly,Design Colaborativo,,2011,4.13,REPROVADO,1
Cecilia Emilly,Design Thinking,,2010,5.13,APROVADO,2
Cecilia Emilly,Design de Experiencia em Museus,,2011,3.13,REPROVADO,1
Cecilia Emilly,Design de Interacao em Tempo Real,,2011,,REPROVADO POR FALTA,1
Cecilia Emilly,Design de Interfaces Neuromorficas,,2011,,REPROVADO POR FALTA,1
Cecilia Emilly,Design de Joias,,2010,8.2,APROVADO POR MÉDIA,2
Cecilia Emilly,Design de Mobiliario,,2010,,APROVADO POR FREQÜÊNCIA,1
Cecilia Emilly,Design de Realidade Aumentada (AR) e Virtual (VR),,2011,,REPROVADO POR FALTA,2
Cecilia Emilly,Design de Visualizacao de Informacoes,,2010,5.03,APROVADO,2
Cecilia Emilly,Design de Visualizacao de Informacoes,,2010,,REPROVADO POR FALTA,1
